Playerid,Datum,Verein,Name,Position,Punkte,Punkte pro Spiel,Passquote,Zweikampf,Marktwert
33575,27/12/2022,Borussia Dortmund,Adeyemi,Sturm,13,"1,18",75%,42%,4640000
33569,27/12/2022,Borussia Dortmund,Bynoe-Gittens,Sturm,2,"0,50",79%,35%,3450000
31454,27/12/2022,Borussia Dortmund,Reus,Sturm,28,"3,11",78%,42%,9910000
33501,27/12/2022,Borussia Dortmund,Malen,Sturm,20,"2,00",78%,42%,4640000
33198,27/12/2022,Borussia Dortmund,Reyna,Sturm,22,"2,20",75%,46%,5610000
32197,27/12/2022,Borussia Dortmund,Modeste,Sturm,33,"2,54",62%,38%,4040000
32769,27/12/2022,Borussia Dortmund,Haller,Sturm,0,-,-,-,9580000
32342,27/12/2022,Borussia Dortmund,Hazard,Sturm,22,"1,69",80%,44%,1920000
32508,27/12/2022,Bayer Leverkusen,Hradecky,Torwart,25,"1,79",70%,100%,2050000
32007,27/12/2022,Bayer Leverkusen,Lomb,Torwart,0,-,-,-,170000
33479,27/12/2022,Bayer Leverkusen,Lunev,Torwart,0,"0,00",76%,-,180000
33366,27/12/2022,Bayer Leverkusen,Fosu-Mensah,Abwehr,8,"1,60",80%,58%,400000
33369,27/12/2022,Bayer Leverkusen,Frimpong,Abwehr,65,"4,33",79%,55%,6450000
33125,27/12/2022,Bayer Leverkusen,Sinkgraven,Abwehr,6,"1,50",71%,47%,370000
33511,27/12/2022,Bayer Leverkusen,Hincapié,Abwehr,31,"2,38",83%,53%,3070000
33481,27/12/2022,Bayer Leverkusen,Bakker,Abwehr,17,"1,31",77%,45%,1160000
32157,27/12/2022,Bayer Leverkusen,Tah,Abwehr,32,"2,13",89%,54%,2700000
33499,27/12/2022,Bayer Leverkusen,Kossounou ,Abwehr,14,"1,40",83%,55%,900000
33207,27/12/2022,Bayer Leverkusen,Tapsoba,Abwehr,35,"2,33",86%,59%,3540000
33449,27/12/2022,Bayer Leverkusen,Azhil,Mittelfeld,0,-,-,-,200000
33483,27/12/2022,Bayer Leverkusen,Sertdemir,Mittelfeld,0,-,-,-,180000
33189,27/12/2022,Bayer Leverkusen,Palacios,Mittelfeld,35,"3,50",85%,57%,4090000
33614,27/12/2022,Bayer Leverkusen,Eze,Mittelfeld,0,-,-,-,240000
32512,27/12/2022,Bayer Leverkusen,Charles Aránguiz,Mittelfeld,25,"2,50",83%,56%,1110000
32395,27/12/2022,Bayer Leverkusen,Amiri,Mittelfeld,21,"1,91",83%,48%,2890000
32155,27/12/2022,Bayer Leverkusen,Demirbay,Mittelfeld,46,"3,29",79%,36%,4670000
32129,27/12/2022,Bayer Leverkusen,Andrich,Mittelfeld,37,"2,85",84%,57%,3410000
33215,27/12/2022,Bayer Leverkusen,Wirtz,Mittelfeld,0,-,-,-,14070000
33556,27/12/2022,Bayer Leverkusen,Azmoun,Sturm,10,"1,25",59%,38%,1700000
33619,27/12/2022,Bayer Leverkusen,Hložek,Sturm,31,"2,38",83%,39%,3100000
33514,27/12/2022,Bayer Leverkusen,Adli,Sturm,11,"1,38",83%,37%,1560000
31764,27/12/2022,Bayer Leverkusen,Bellarabi,Sturm,0,"0,00",62%,50%,1590000
33179,27/12/2022,Bayer Leverkusen,Schick,Sturm,22,"2,00",71%,43%,11000000
33122,27/12/2022,Bayer Leverkusen,Diaby,Sturm,78,"5,20",81%,38%,12360000
33680,27/12/2022,Bayer Leverkusen,Hudson-Odoi,Sturm,18,"2,00",88%,58%,4200000
33663,27/12/2022,RB Leipzig,Nickisch,Torwart,0,-,-,-,170000
32575,27/12/2022,RB Leipzig,Gulácsi,Torwart,15,"2,50",85%,-,830000
32481,27/12/2022,RB Leipzig,Nyland,Torwart,5,"5,00",88%,-,240000
33664,27/12/2022,RB Leipzig,Schlieck,Torwart,0,-,-,-,170000
31827,27/12/2022,RB Leipzig,Blaswich,Torwart,19,"2,38",84%,100%,1740000
33434,27/12/2022,RB Leipzig,Simakan,Abwehr,31,"3,10",85%,50%,3040000
33433,27/12/2022,RB Leipzig,Gvardiol,Abwehr,22,"1,69",90%,60%,5610000
32824,27/12/2022,RB Leipzig,Diallo,Abwehr,24,"4,80",86%,56%,3090000
33436,27/12/2022,RB Leipzig,Raum,Abwehr,29,"2,07",81%,46%,4830000
33679,27/12/2022,RB Leipzig,Ba,Abwehr,0,-,-,-,370000
32581,27/12/2022,RB Leipzig,Klostermann,Abwehr,2,"2,00",75%,71%,2870000
32580,27/12/2022,RB Leipzig,Halstenberg,Abwehr,26,"2,17",85%,56%,2240000
32461,27/12/2022,RB Leipzig,Henrichs,Abwehr,32,"2,29",73%,61%,1860000
31846,27/12/2022,RB Leipzig,Orbán,Abwehr,82,"5,47",89%,62%,8000000
33540,27/12/2022,RB Leipzig,Clark,Mittelfeld,0,-,-,-,250000
33363,27/12/2022,RB Leipzig,Szoboszlai,Mittelfeld,63,"4,85",83%,47%,11570000
33200,27/12/2022,RB Leipzig,Dani Olmo,Mittelfeld,35,"3,50",80%,45%,9810000
31612,27/12/2022,RB Leipzig,Kampl,Mittelfeld,28,"2,00",91%,45%,1580000
32589,27/12/2022,RB Leipzig,Forsberg,Mittelfeld,29,"2,42",86%,46%,3840000
32800,27/12/2022,RB Leipzig,Laimer,Mittelfeld,7,"1,75",77%,50%,5150000
33023,27/12/2022,RB Leipzig,Haidara,Mittelfeld,16,"1,33",83%,30%,1530000
33133,27/12/2022,RB Leipzig,Schlager,Mittelfeld,26,"2,36",87%,46%,3650000
33151,27/12/2022,RB Leipzig,Nkunku,Sturm,102,"6,80",82%,43%,15960000
32591,27/12/2022,RB Leipzig,Y. Poulsen,Sturm,7,"1,17",42%,55%,1860000
33330,27/12/2022,RB Leipzig,Hugo Novoa,Sturm,11,"1,83",73%,41%,740000
32211,27/12/2022,RB Leipzig,Werner,Sturm,34,"3,78",75%,31%,11550000
33180,27/12/2022,RB Leipzig,André Silva,Sturm,40,"2,86",74%,41%,7120000
33257,27/12/2022,FC Union Berlin,L. Grill,Torwart,-5,"-1,25",66%,67%,250000
33091,27/12/2022,FC Union Berlin,Busk,Torwart,0,-,-,-,160000
32921,27/12/2022,FC Union Berlin,Rönnow,Torwart,42,"3,82",67%,75%,2750000
32883,27/12/2022,FC Union Berlin,Jaeckel,Abwehr,19,"1,90",80%,42%,540000
33141,27/12/2022,FC Union Berlin,Ryerson,Abwehr,34,"2,62",73%,49%,1970000
32340,27/12/2022,FC Union Berlin,Baumgartl,Abwehr,5,"1,25",83%,62%,860000
31864,27/12/2022,FC Union Berlin,Knoche,Abwehr,38,"2,71",81%,60%,2980000
33442,27/12/2022,FC Union Berlin,Puchacz,Abwehr,1,"1,00",73%,33%,350000
33609,27/12/2022,FC Union Berlin,Doekhi,Abwehr,26,"4,33",81%,61%,1860000
33659,27/12/2022,FC Union Berlin,Diogo Leite,Abwehr,26,"2,00",80%,57%,2130000
32057,27/12/2022,FC Union Berlin,Gießelmann,Abwehr,28,"2,55",75%,45%,1290000
33096,27/12/2022,FC Union Berlin,Trimmel,Abwehr,32,"2,46",64%,47%,1740000
33470,27/12/2022,FC Union Berlin,F. Schneider,Mittelfeld,0,-,-,-,200000
33550,27/12/2022,FC Union Berlin,Schäfer,Mittelfeld,14,"1,27",76%,46%,920000
33131,27/12/2022,FC Union Berlin,Dehl,Mittelfeld,0,-,-,-,230000
32924,27/12/2022,FC Union Berlin,Möhwald,Mittelfeld,0,-,-,-,300000
32073,27/12/2022,FC Union Berlin,R. Khedira,Mittelfeld,26,"1,86",75%,50%,1790000
32185,27/12/2022,FC Union Berlin,Öztunali,Mittelfeld,0,-,-,0%,280000
32251,27/12/2022,FC Union Berlin,Seguin,Mittelfeld,16,"2,29",77%,52%,540000
33661,27/12/2022,FC Union Berlin,Thorsby,Mittelfeld,15,"1,36",68%,44%,610000
32310,27/12/2022,FC Union Berlin,Haberer,Mittelfeld,40,"3,08",69%,39%,2450000
32324,27/12/2022,FC Union Berlin,Haraguchi,Mittelfeld,16,"2,00",81%,69%,570000
32532,27/12/2022,FC Union Berlin,Pantović,Mittelfeld,12,"1,50",69%,48%,560000
33411,27/12/2022,FC Union Berlin,Leweling,Sturm,6,"1,00",88%,41%,650000
33294,27/12/2022,FC Union Berlin,Maciejewski,Sturm,0,-,-,-,210000
32087,27/12/2022,FC Union Berlin,Michel,Sturm,31,"2,82",61%,40%,1390000
33616,27/12/2022,FC Union Berlin,Skarke,Sturm,0,"0,00",71%,27%,1910000
33641,27/12/2022,FC Union Berlin,Jordan,Sturm,48,"3,69",53%,44%,5990000
33135,27/12/2022,FC Union Berlin,S. Becker,Sturm,81,"5,40",69%,29%,8340000
33469,27/12/2022,FC Union Berlin,Behrens,Sturm,40,"2,67",63%,52%,2010000
33439,27/12/2022,SC Freiburg,Atubolu,Torwart,0,-,-,-,170000
32925,27/12/2022,SC Freiburg,Flekken,Torwart,55,"3,67",72%,86%,3630000
31881,27/12/2022,SC Freiburg,Uphoff,Torwart,0,-,-,-,190000
33461,27/12/2022,SC Freiburg,Sildillia,Abwehr,28,"2,00",75%,44%,1540000
33462,27/12/2022,SC Freiburg,Ezekwem,Abwehr,0,-,-,-,200000
32807,27/12/2022,SC Freiburg,Lienhart,Abwehr,43,"2,87",86%,67%,3720000
32597,27/12/2022,SC Freiburg,Kübler,Abwehr,31,"6,20",70%,51%,4030000
33541,27/12/2022,SC Freiburg,Siquet,Abwehr,1,"1,00",83%,75%,210000
32019,27/12/2022,SC Freiburg,C. Günter,Abwehr,40,"2,67",77%,38%,3390000
31910,27/12/2022,SC Freiburg,Ginter,Abwehr,74,"4,93",84%,66%,6820000
31751,27/12/2022,SC Freiburg,J. Schmid,Abwehr,0,-,-,-,410000
31453,27/12/2022,SC Freiburg,Gulde,Abwehr,4,"1,33",83%,50%,390000
32953,27/12/2022,SC Freiburg,K. Schlotterbeck,Abwehr,5,"2,50",100%,100%,2440000
33463,27/12/2022,SC Freiburg,Schade,Mittelfeld,13,"1,63",53%,50%,2140000
33576,27/12/2022,SC Freiburg,R. Wagner,Mittelfeld,0,"0,00",100%,0%,220000
33637,27/12/2022,SC Freiburg,Kyereh,Mittelfeld,17,"1,89",81%,43%,1720000
33458,27/12/2022,SC Freiburg,Weißhaupt ,Mittelfeld,12,"1,50",59%,53%,440000
33211,27/12/2022,SC Freiburg,Keitel,Mittelfeld,12,"1,33",83%,42%,640000
32398,27/12/2022,SC Freiburg,M. Eggestein,Mittelfeld,35,"2,69",79%,55%,2580000
31710,27/12/2022,SC Freiburg,Höfler,Mittelfeld,39,"2,60",85%,57%,3040000
33006,27/12/2022,SC Freiburg,Sallai,Mittelfeld,15,"2,14",76%,56%,2950000
33677,27/12/2022,SC Freiburg,Röhl,Mittelfeld,0,-,-,-,220000
32071,27/12/2022,SC Freiburg,Grifo,Mittelfeld,116,"7,73",80%,54%,16200000
31958,27/12/2022,SC Freiburg,Gregoritsch,Sturm,78,"5,20",56%,50%,9790000
33335,27/12/2022,SC Freiburg,Doan,Sturm,42,"2,80",74%,44%,5270000
32861,27/12/2022,SC Freiburg,Höler,Sturm,5,"0,71",59%,36%,3620000
33035,27/12/2022,SC Freiburg,Jeong,Sturm,21,"1,62",80%,39%,1220000
31395,27/12/2022,SC Freiburg,Petersen,Sturm,13,"1,30",50%,29%,740000
33494,27/12/2022,FC Köln,Urbig,Torwart,0,-,-,-,160000
31848,27/12/2022,FC Köln,T. Horn,Torwart,0,-,-,-,240000
32356,27/12/2022,FC Köln,Schwäbe,Torwart,12,"0,80",80%,100%,890000
33495,27/12/2022,FC Köln,Köbbing,Torwart,0,-,-,-,170000
33642,27/12/2022,FC Köln,Strauch,Abwehr,0,-,-,-,210000
33105,27/12/2022,FC Köln,Kilian,Abwehr,10,"0,77",86%,57%,900000
33632,27/12/2022,FC Köln,K. Pedersen,Abwehr,6,"1,20",75%,59%,280000
33688,27/12/2022,FC Köln,Smajić,Abwehr,0,-,-,-,210000
33552,27/12/2022,FC Köln,Chabot,Abwehr,10,"5,00",88%,58%,710000
33686,27/12/2022,FC Köln,Soldo,Abwehr,5,"1,00",78%,50%,490000
33051,27/12/2022,FC Köln,Schindler,Abwehr,12,"0,86",67%,53%,400000
32278,27/12/2022,FC Köln,Hector,Abwehr,45,"3,46",78%,69%,3720000
32744,27/12/2022,FC Köln,Hübers,Abwehr,22,"1,83",83%,57%,1700000
32628,27/12/2022,FC Köln,B. Schmitz,Abwehr,35,"2,50",63%,58%,1600000
32636,27/12/2022,FC Köln,Kainz,Mittelfeld,81,"5,79",73%,44%,9260000
33453,27/12/2022,FC Köln,Ljubičić,Mittelfeld,40,"4,44",82%,42%,4910000
33356,27/12/2022,FC Köln,Martel,Mittelfeld,19,"1,73",81%,54%,870000
33338,27/12/2022,FC Köln,Limnios,Mittelfeld,0,-,-,-,240000
33621,27/12/2022,FC Köln,Huseinbašić,Mittelfeld,20,"2,50",85%,39%,1870000
32668,27/12/2022,FC Köln,Duda,Mittelfeld,8,"0,62",78%,40%,920000
33157,27/12/2022,FC Köln,Skhiri,Mittelfeld,45,"3,21",89%,57%,4370000
32881,27/12/2022,FC Köln,Maina,Mittelfeld,30,"2,14",74%,40%,1860000
33562,27/12/2022,FC Köln,Olesen,Mittelfeld,5,"1,67",73%,60%,360000
33615,27/12/2022,FC Köln,Dietz,Sturm,13,"1,30",58%,42%,340000
33365,27/12/2022,FC Köln,Tigges,Sturm,35,"2,92",60%,44%,2530000
33270,27/12/2022,FC Köln,Lemperle,Sturm,1,"0,33",60%,17%,390000
33185,27/12/2022,FC Köln,Thielmann,Sturm,21,"2,10",69%,48%,1500000
33100,27/12/2022,FC Köln,S. Andersson,Sturm,0,-,-,-,290000
33077,27/12/2022,FC Köln,Adamyan,Sturm,17,"1,31",74%,27%,940000
31709,27/12/2022,FC Köln,Uth,Sturm,4,"1,33",83%,60%,1660000
33466,27/12/2022,FSV Mainz 05,Rieß,Torwart,0,-,-,-,160000
32364,27/12/2022,FSV Mainz 05,Zentner,Torwart,33,"2,20",48%,86%,1630000
32877,27/12/2022,FSV Mainz 05,Dahmen,Torwart,0,-,-,-,220000
33117,27/12/2022,FSV Mainz 05,E. Fernandes,Abwehr,30,"2,31",75%,54%,1550000
32989,27/12/2022,FSV Mainz 05,Aarón Martín,Abwehr,70,"4,67",83%,51%,5590000
33417,27/12/2022,FSV Mainz 05,Leitsch,Abwehr,13,"1,86",77%,67%,950000
31666,27/12/2022,FSV Mainz 05,Bell,Abwehr,25,"1,92",81%,48%,840000
32534,27/12/2022,FSV Mainz 05,A. Hack,Abwehr,17,"1,31",74%,54%,1300000
33478,27/12/2022,FSV Mainz 05,Widmer,Abwehr,36,"2,77",75%,57%,2650000
31762,27/12/2022,FSV Mainz 05,da Costa,Abwehr,12,"1,50",65%,50%,560000
33577,27/12/2022,FSV Mainz 05,Caci,Abwehr,27,"2,45",74%,47%,1130000
33477,27/12/2022,FSV Mainz 05,J. Lee,Mittelfeld,46,"3,07",77%,49%,2720000
33409,27/12/2022,FSV Mainz 05,Stach,Mittelfeld,51,"3,92",69%,60%,4800000
32992,27/12/2022,FSV Mainz 05,Barreiro,Mittelfeld,19,"1,58",70%,53%,1000000
33590,27/12/2022,FSV Mainz 05,E. Shabani,Mittelfeld,0,-,-,-,190000
32707,27/12/2022,FSV Mainz 05,Barkok,Mittelfeld,8,"1,33",82%,38%,350000
33654,27/12/2022,FSV Mainz 05,Fulgini,Mittelfeld,13,"0,93",82%,41%,600000
31959,27/12/2022,FSV Mainz 05,D. Kohr,Mittelfeld,42,"3,00",73%,52%,2210000
33578,27/12/2022,FSV Mainz 05,Weiper,Sturm,1,"1,00",100%,-,870000
33555,27/12/2022,FSV Mainz 05,Burgzorg,Sturm,9,"0,90",71%,31%,380000
33538,27/12/2022,FSV Mainz 05,Bobzien,Sturm,0,-,-,-,210000
33297,27/12/2022,FSV Mainz 05,Mustapha,Sturm,4,"1,00",53%,46%,230000
33124,27/12/2022,FSV Mainz 05,Ingvartsen,Sturm,33,"3,67",66%,34%,2320000
32948,27/12/2022,FSV Mainz 05,Burkardt,Sturm,27,"2,45",73%,42%,4390000
32544,27/12/2022,FSV Mainz 05,Onisiwo,Sturm,55,"3,67",62%,36%,4360000
33695,27/12/2022,FSV Mainz 05,Gruda,Sturm,0,-,-,-,290000
31310,27/12/2022,TSG Hoffenheim,Pentke,Torwart,0,-,-,-,180000
31489,27/12/2022,TSG Hoffenheim,Baumann,Torwart,45,"3,00",80%,100%,2830000
33397,27/12/2022,TSG Hoffenheim,Noll,Torwart,0,-,-,-,170000
33313,27/12/2022,TSG Hoffenheim,L. Philipp,Torwart,0,-,-,-,180000
33670,27/12/2022,TSG Hoffenheim,Quaresma,Abwehr,5,"1,67",88%,73%,370000
33669,27/12/2022,TSG Hoffenheim,Nsoki,Abwehr,9,"1,00",81%,52%,790000
33205,27/12/2022,TSG Hoffenheim,Angeliño,Abwehr,53,"3,79",70%,54%,5910000
33027,27/12/2022,TSG Hoffenheim,Lucas Ribeiro,Abwehr,0,-,-,-,220000
33026,27/12/2022,TSG Hoffenheim,Kabak,Abwehr,62,"4,43",85%,58%,5980000
33693,27/12/2022,TSG Hoffenheim,Quarshie,Abwehr,0,-,-,-,210000
32466,27/12/2022,TSG Hoffenheim,Kadeřábek,Abwehr,27,"2,08",70%,55%,1080000
31742,27/12/2022,TSG Hoffenheim,Bičakčić,Abwehr,0,-,-,-,370000
32162,27/12/2022,TSG Hoffenheim,Akpoguma,Abwehr,30,"2,31",79%,54%,1090000
31416,27/12/2022,TSG Hoffenheim,Vogt,Abwehr,34,"2,43",90%,47%,1950000
33580,27/12/2022,TSG Hoffenheim,F. Becker,Mittelfeld,0,-,-,-,240000
33437,27/12/2022,TSG Hoffenheim,Stiller,Mittelfeld,17,"1,89",78%,64%,950000
31349,27/12/2022,TSG Hoffenheim,Rudy,Mittelfeld,16,"1,60",79%,46%,560000
33673,27/12/2022,TSG Hoffenheim,Damar,Mittelfeld,4,"1,00",81%,32%,340000
33504,27/12/2022,TSG Hoffenheim,Bischof,Mittelfeld,1,"1,00",75%,0%,310000
32680,27/12/2022,TSG Hoffenheim,Geiger,Mittelfeld,45,"3,21",86%,46%,3500000
33158,27/12/2022,TSG Hoffenheim,Skov,Mittelfeld,53,"3,79",72%,45%,4390000
32492,27/12/2022,TSG Hoffenheim,Prömel,Mittelfeld,32,"2,46",78%,52%,1990000
32977,27/12/2022,TSG Hoffenheim,Baumgartner,Mittelfeld,61,"4,07",73%,41%,6870000
33191,27/12/2022,TSG Hoffenheim,Dabbur,Sturm,39,"3,90",76%,33%,4200000
33536,27/12/2022,TSG Hoffenheim,Asllani,Sturm,1,"0,33",62%,33%,770000
32553,27/12/2022,TSG Hoffenheim,Kramarić,Sturm,41,"2,93",81%,47%,8300000
32842,27/12/2022,TSG Hoffenheim,Bebou,Sturm,0,-,-,-,4120000
32756,27/12/2022,TSG Hoffenheim,Bruun Larsen,Sturm,11,"1,10",77%,33%,710000
33377,27/12/2022,TSG Hoffenheim,Rutter,Sturm,32,"2,13",64%,39%,4530000
33692,27/12/2022,Borussioa M'Gladbach,Brüll,Torwart,0,-,-,-,160000
32306,27/12/2022,Borussioa M'Gladbach,Sommer,Torwart,44,"4,40",81%,67%,4720000
33306,27/12/2022,Borussioa M'Gladbach,Olschowsky,Torwart,8,"4,00",75%,0%,1640000
31618,27/12/2022,Borussioa M'Gladbach,Sippel,Torwart,-2,"-0,67",63%,67%,390000
33691,27/12/2022,Borussioa M'Gladbach,Dimmer,Torwart,0,-,-,-,170000
33319,27/12/2022,Borussioa M'Gladbach,Netz,Abwehr,3,"0,75",69%,53%,650000
33592,27/12/2022,Borussioa M'Gladbach,Itakura,Abwehr,12,"2,40",91%,52%,5470000
33258,27/12/2022,Borussioa M'Gladbach,Scally,Abwehr,24,"1,60",77%,68%,1440000
33167,27/12/2022,Borussioa M'Gladbach,Bensebaini,Abwehr,87,"6,21",77%,62%,8720000
33128,27/12/2022,Borussioa M'Gladbach,Lainer,Abwehr,0,"0,00",68%,33%,510000
32634,27/12/2022,Borussioa M'Gladbach,Doucouré,Abwehr,0,-,-,-,190000
31380,27/12/2022,Borussioa M'Gladbach,Jantschke,Abwehr,4,"2,00",89%,67%,240000
32472,27/12/2022,Borussioa M'Gladbach,Elvedi,Abwehr,50,"3,85",92%,74%,4590000
32311,27/12/2022,Borussioa M'Gladbach,M. Friedrich,Abwehr,30,"2,50",86%,72%,1850000
32931,27/12/2022,Borussioa M'Gladbach,Neuhaus,Mittelfeld,13,"2,17",75%,38%,6720000
33636,27/12/2022,Borussioa M'Gladbach,Fraulo,Mittelfeld,0,-,-,-,220000
33526,27/12/2022,Borussioa M'Gladbach,Noß,Mittelfeld,0,-,-,-,190000
33450,27/12/2022,Borussioa M'Gladbach,Koné,Mittelfeld,40,"2,86",87%,56%,4510000
33353,27/12/2022,Borussioa M'Gladbach,Reitz,Mittelfeld,0,-,100%,-,210000
32080,27/12/2022,Borussioa M'Gladbach,Hofmann,Mittelfeld,88,"6,77",79%,46%,14770000
32159,27/12/2022,Borussioa M'Gladbach,Kramer,Mittelfeld,9,"0,64",84%,42%,1090000
32447,27/12/2022,Borussioa M'Gladbach,Weigl,Mittelfeld,28,"2,55",88%,69%,3790000
33075,27/12/2022,Borussioa M'Gladbach,H. Wolf,Mittelfeld,2,"1,00",71%,63%,560000
32944,27/12/2022,Borussioa M'Gladbach,Müsel,Sturm,0,-,-,-,190000
33681,27/12/2022,Borussioa M'Gladbach,Ngoumou,Sturm,4,"0,67",71%,44%,590000
32968,27/12/2022,Borussioa M'Gladbach,Pléa,Sturm,50,"4,55",72%,42%,9520000
33618,27/12/2022,Borussioa M'Gladbach,Borges Sanches,Sturm,4,"1,33",83%,50%,280000
31596,27/12/2022,Borussioa M'Gladbach,P. Herrmann,Sturm,18,"2,25",69%,41%,730000
33152,27/12/2022,Borussioa M'Gladbach,Thuram,Sturm,92,"6,13",74%,45%,13230000
31243,27/12/2022,Borussioa M'Gladbach,Stindl,Sturm,34,"3,09",79%,38%,5080000
33698,27/12/2022,Eintrach Frankfurt,Simoni,Torwart,0,-,-,-,560000
33440,27/12/2022,Eintrach Frankfurt,Ramaj,Torwart,0,-,-,-,180000
31621,27/12/2022,Eintrach Frankfurt,Trapp,Torwart,22,"1,47",60%,100%,2440000
31458,27/12/2022,Eintrach Frankfurt,Grahl,Torwart,0,-,-,-,420000
31220,27/12/2022,Eintrach Frankfurt,Hasebe,Abwehr,9,"2,25",85%,67%,650000
33613,27/12/2022,Eintrach Frankfurt,Smolčić,Abwehr,9,"2,25",77%,87%,1300000
33094,27/12/2022,Eintrach Frankfurt,C. Lenz,Abwehr,27,"3,00",81%,55%,1890000
33031,27/12/2022,Eintrach Frankfurt,Touré,Abwehr,4,"2,00",81%,71%,880000
33029,27/12/2022,Eintrach Frankfurt,Tuta,Abwehr,30,"2,00",81%,45%,1750000
