Playerid,Datum,Verein,Name,Position,Punkte,Punkte pro Spiel,Passquote,Zweikampf,Marktwert
32677,28/12/2022,Borussia Dortmund,Özcan,Mittelfeld,22,"1,83",88%,49%,2660000
33497,28/12/2022,Borussia Dortmund,Kamara,Mittelfeld,0,-,-,-,170000
31935,28/12/2022,Borussia Dortmund,Can,Mittelfeld,14,"1,56",89%,56%,1140000
33309,28/12/2022,Borussia Dortmund,Bellingham,Mittelfeld,83,"5,53",83%,60%,13600000
32236,28/12/2022,Borussia Dortmund,Brandt,Mittelfeld,70,"4,67",83%,45%,9450000
32208,28/12/2022,Borussia Dortmund,Dahoud,Mittelfeld,9,"3,00",78%,56%,4620000
33260,28/12/2022,Borussia Dortmund,Moukoko,Sturm,53,"4,08",72%,43%,9850000
33687,28/12/2022,Borussia Dortmund,Njinmah,Sturm,0,"0,00",0%,50%,410000
33575,28/12/2022,Borussia Dortmund,Adeyemi,Sturm,13,"1,18",75%,42%,4600000
33569,28/12/2022,Borussia Dortmund,Bynoe-Gittens,Sturm,2,"0,50",79%,35%,3240000
31454,28/12/2022,Borussia Dortmund,Reus,Sturm,28,"3,11",78%,42%,9950000
33501,28/12/2022,Borussia Dortmund,Malen,Sturm,20,"2,00",78%,42%,4630000
33198,28/12/2022,Borussia Dortmund,Reyna,Sturm,22,"2,20",75%,46%,5610000
32197,28/12/2022,Borussia Dortmund,Modeste,Sturm,33,"2,54",62%,38%,3970000
32769,28/12/2022,Borussia Dortmund,Haller,Sturm,0,-,-,-,9620000
32342,28/12/2022,Borussia Dortmund,Hazard,Sturm,22,"1,69",80%,44%,1900000
32508,28/12/2022,Bayer Leverkusen,Hradecky,Torwart,25,"1,79",70%,100%,2040000
32007,28/12/2022,Bayer Leverkusen,Lomb,Torwart,0,-,-,-,160000
33479,28/12/2022,Bayer Leverkusen,Lunev,Torwart,0,"0,00",76%,-,170000
33366,28/12/2022,Bayer Leverkusen,Fosu-Mensah,Abwehr,8,"1,60",80%,58%,390000
33369,28/12/2022,Bayer Leverkusen,Frimpong,Abwehr,65,"4,33",79%,55%,6460000
33125,28/12/2022,Bayer Leverkusen,Sinkgraven,Abwehr,6,"1,50",71%,47%,370000
33511,28/12/2022,Bayer Leverkusen,Hincapié,Abwehr,31,"2,38",83%,53%,2870000
33481,28/12/2022,Bayer Leverkusen,Bakker,Abwehr,17,"1,31",77%,45%,1150000
32157,28/12/2022,Bayer Leverkusen,Tah,Abwehr,32,"2,13",89%,54%,2700000
33499,28/12/2022,Bayer Leverkusen,Kossounou ,Abwehr,14,"1,40",83%,55%,860000
33207,28/12/2022,Bayer Leverkusen,Tapsoba,Abwehr,35,"2,33",86%,59%,3540000
33449,28/12/2022,Bayer Leverkusen,Azhil,Mittelfeld,0,-,-,-,200000
33483,28/12/2022,Bayer Leverkusen,Sertdemir,Mittelfeld,0,-,-,-,180000
33189,28/12/2022,Bayer Leverkusen,Palacios,Mittelfeld,35,"3,50",85%,57%,4200000
33614,28/12/2022,Bayer Leverkusen,Eze,Mittelfeld,0,-,-,-,230000
32512,28/12/2022,Bayer Leverkusen,Charles Aránguiz,Mittelfeld,25,"2,50",83%,56%,1130000
32395,28/12/2022,Bayer Leverkusen,Amiri,Mittelfeld,21,"1,91",83%,48%,2870000
32155,28/12/2022,Bayer Leverkusen,Demirbay,Mittelfeld,46,"3,29",79%,36%,4780000
32129,28/12/2022,Bayer Leverkusen,Andrich,Mittelfeld,37,"2,85",84%,57%,3470000
33215,28/12/2022,Bayer Leverkusen,Wirtz,Mittelfeld,0,-,-,-,14200000
33556,28/12/2022,Bayer Leverkusen,Azmoun,Sturm,10,"1,25",59%,38%,1680000
33619,28/12/2022,Bayer Leverkusen,Hložek,Sturm,31,"2,38",83%,39%,2910000
33514,28/12/2022,Bayer Leverkusen,Adli,Sturm,11,"1,38",83%,37%,1640000
31764,28/12/2022,Bayer Leverkusen,Bellarabi,Sturm,0,"0,00",62%,50%,1490000
33179,28/12/2022,Bayer Leverkusen,Schick,Sturm,22,"2,00",71%,43%,11070000
33122,28/12/2022,Bayer Leverkusen,Diaby,Sturm,78,"5,20",81%,38%,12460000
33680,28/12/2022,Bayer Leverkusen,Hudson-Odoi,Sturm,18,"2,00",88%,58%,4200000
33663,28/12/2022,RB Leipzig,Nickisch,Torwart,0,-,-,-,170000
32575,28/12/2022,RB Leipzig,Gulácsi,Torwart,15,"2,50",85%,-,860000
32481,28/12/2022,RB Leipzig,Nyland,Torwart,5,"5,00",88%,-,250000
33664,28/12/2022,RB Leipzig,Schlieck,Torwart,0,-,-,-,160000
31827,28/12/2022,RB Leipzig,Blaswich,Torwart,19,"2,38",84%,100%,1750000
33434,28/12/2022,RB Leipzig,Simakan,Abwehr,31,"3,10",85%,50%,3000000
33433,28/12/2022,RB Leipzig,Gvardiol,Abwehr,22,"1,69",90%,60%,5660000
32824,28/12/2022,RB Leipzig,Diallo,Abwehr,24,"4,80",86%,56%,3150000
33436,28/12/2022,RB Leipzig,Raum,Abwehr,29,"2,07",81%,46%,4760000
33679,28/12/2022,RB Leipzig,Ba,Abwehr,0,-,-,-,360000
32581,28/12/2022,RB Leipzig,Klostermann,Abwehr,2,"2,00",75%,71%,2860000
32580,28/12/2022,RB Leipzig,Halstenberg,Abwehr,26,"2,17",85%,56%,2310000
32461,28/12/2022,RB Leipzig,Henrichs,Abwehr,32,"2,29",73%,61%,1880000
31846,28/12/2022,RB Leipzig,Orbán,Abwehr,82,"5,47",89%,62%,7960000
33540,28/12/2022,RB Leipzig,Clark,Mittelfeld,0,-,-,-,240000
33363,28/12/2022,RB Leipzig,Szoboszlai,Mittelfeld,63,"4,85",83%,47%,11570000
33200,28/12/2022,RB Leipzig,Dani Olmo,Mittelfeld,35,"3,50",80%,45%,9790000
31612,28/12/2022,RB Leipzig,Kampl,Mittelfeld,28,"2,00",91%,45%,1560000
32589,28/12/2022,RB Leipzig,Forsberg,Mittelfeld,29,"2,42",86%,46%,3790000
32800,28/12/2022,RB Leipzig,Laimer,Mittelfeld,7,"1,75",77%,50%,5160000
33023,28/12/2022,RB Leipzig,Haidara,Mittelfeld,16,"1,33",83%,30%,1510000
33133,28/12/2022,RB Leipzig,Schlager,Mittelfeld,26,"2,36",87%,46%,3450000
33151,28/12/2022,RB Leipzig,Nkunku,Sturm,102,"6,80",82%,43%,16830000
32591,28/12/2022,RB Leipzig,Y. Poulsen,Sturm,7,"1,17",42%,55%,1860000
33330,28/12/2022,RB Leipzig,Hugo Novoa,Sturm,11,"1,83",73%,41%,710000
32211,28/12/2022,RB Leipzig,Werner,Sturm,34,"3,78",75%,31%,11470000
33180,28/12/2022,RB Leipzig,André Silva,Sturm,40,"2,86",74%,41%,7130000
33257,28/12/2022,FC Union Berlin,L. Grill,Torwart,-5,"-1,25",66%,67%,250000
33091,28/12/2022,FC Union Berlin,Busk,Torwart,0,-,-,-,170000
32921,28/12/2022,FC Union Berlin,Rönnow,Torwart,42,"3,82",67%,75%,2610000
32883,28/12/2022,FC Union Berlin,Jaeckel,Abwehr,19,"1,90",80%,42%,550000
33141,28/12/2022,FC Union Berlin,Ryerson,Abwehr,34,"2,62",73%,49%,1950000
32340,28/12/2022,FC Union Berlin,Baumgartl,Abwehr,5,"1,25",83%,62%,860000
31864,28/12/2022,FC Union Berlin,Knoche,Abwehr,38,"2,71",81%,60%,2970000
33442,28/12/2022,FC Union Berlin,Puchacz,Abwehr,1,"1,00",73%,33%,360000
33609,28/12/2022,FC Union Berlin,Doekhi,Abwehr,26,"4,33",81%,61%,1870000
33659,28/12/2022,FC Union Berlin,Diogo Leite,Abwehr,26,"2,00",80%,57%,2170000
32057,28/12/2022,FC Union Berlin,Gießelmann,Abwehr,28,"2,55",75%,45%,1300000
33096,28/12/2022,FC Union Berlin,Trimmel,Abwehr,32,"2,46",64%,47%,1750000
33470,28/12/2022,FC Union Berlin,F. Schneider,Mittelfeld,0,-,-,-,190000
33550,28/12/2022,FC Union Berlin,Schäfer,Mittelfeld,14,"1,27",76%,46%,910000
33131,28/12/2022,FC Union Berlin,Dehl,Mittelfeld,0,-,-,-,230000
32924,28/12/2022,FC Union Berlin,Möhwald,Mittelfeld,0,-,-,-,310000
32073,28/12/2022,FC Union Berlin,R. Khedira,Mittelfeld,26,"1,86",75%,50%,1790000
32185,28/12/2022,FC Union Berlin,Öztunali,Mittelfeld,0,-,-,0%,270000
32251,28/12/2022,FC Union Berlin,Seguin,Mittelfeld,16,"2,29",77%,52%,520000
33661,28/12/2022,FC Union Berlin,Thorsby,Mittelfeld,15,"1,36",68%,44%,610000
32310,28/12/2022,FC Union Berlin,Haberer,Mittelfeld,40,"3,08",69%,39%,2450000
32324,28/12/2022,FC Union Berlin,Haraguchi,Mittelfeld,16,"2,00",81%,69%,540000
32532,28/12/2022,FC Union Berlin,Pantović,Mittelfeld,12,"1,50",69%,48%,540000
33411,28/12/2022,FC Union Berlin,Leweling,Sturm,6,"1,00",88%,41%,650000
33294,28/12/2022,FC Union Berlin,Maciejewski,Sturm,0,-,-,-,210000
32087,28/12/2022,FC Union Berlin,Michel,Sturm,31,"2,82",61%,40%,1360000
33616,28/12/2022,FC Union Berlin,Skarke,Sturm,0,"0,00",71%,27%,1960000
33641,28/12/2022,FC Union Berlin,Jordan,Sturm,48,"3,69",53%,44%,5630000
33135,28/12/2022,FC Union Berlin,S. Becker,Sturm,81,"5,40",69%,29%,8390000
33469,28/12/2022,FC Union Berlin,Behrens,Sturm,40,"2,67",63%,52%,1960000
33439,28/12/2022,SC Freiburg,Atubolu,Torwart,0,-,-,-,170000
32925,28/12/2022,SC Freiburg,Flekken,Torwart,55,"3,67",72%,86%,3700000
31881,28/12/2022,SC Freiburg,Uphoff,Torwart,0,-,-,-,200000
33461,28/12/2022,SC Freiburg,Sildillia,Abwehr,28,"2,00",75%,44%,1460000
33462,28/12/2022,SC Freiburg,Ezekwem,Abwehr,0,-,-,-,200000
32807,28/12/2022,SC Freiburg,Lienhart,Abwehr,43,"2,87",86%,67%,3730000
32597,28/12/2022,SC Freiburg,Kübler,Abwehr,31,"6,20",70%,51%,3990000
33541,28/12/2022,SC Freiburg,Siquet,Abwehr,1,"1,00",83%,75%,200000
32019,28/12/2022,SC Freiburg,C. Günter,Abwehr,40,"2,67",77%,38%,3400000
31910,28/12/2022,SC Freiburg,Ginter,Abwehr,74,"4,93",84%,66%,6840000
31751,28/12/2022,SC Freiburg,J. Schmid,Abwehr,0,-,-,-,400000
31453,28/12/2022,SC Freiburg,Gulde,Abwehr,4,"1,33",83%,50%,390000
32953,28/12/2022,SC Freiburg,K. Schlotterbeck,Abwehr,5,"2,50",100%,100%,2520000
33463,28/12/2022,SC Freiburg,Schade,Mittelfeld,13,"1,63",53%,50%,2010000
33576,28/12/2022,SC Freiburg,R. Wagner,Mittelfeld,0,"0,00",100%,0%,230000
33637,28/12/2022,SC Freiburg,Kyereh,Mittelfeld,17,"1,89",81%,43%,1630000
33458,28/12/2022,SC Freiburg,Weißhaupt ,Mittelfeld,12,"1,50",59%,53%,420000
33211,28/12/2022,SC Freiburg,Keitel,Mittelfeld,12,"1,33",83%,42%,640000
32398,28/12/2022,SC Freiburg,M. Eggestein,Mittelfeld,35,"2,69",79%,55%,2570000
31710,28/12/2022,SC Freiburg,Höfler,Mittelfeld,39,"2,60",85%,57%,3040000
33006,28/12/2022,SC Freiburg,Sallai,Mittelfeld,15,"2,14",76%,56%,2990000
33677,28/12/2022,SC Freiburg,Röhl,Mittelfeld,0,-,-,-,220000
32071,28/12/2022,SC Freiburg,Grifo,Mittelfeld,116,"7,73",80%,54%,15640000
31958,28/12/2022,SC Freiburg,Gregoritsch,Sturm,78,"5,20",56%,50%,9800000
33335,28/12/2022,SC Freiburg,Doan,Sturm,42,"2,80",74%,44%,5270000
32861,28/12/2022,SC Freiburg,Höler,Sturm,5,"0,71",59%,36%,3640000
33035,28/12/2022,SC Freiburg,Jeong,Sturm,21,"1,62",80%,39%,1220000
31395,28/12/2022,SC Freiburg,Petersen,Sturm,13,"1,30",50%,29%,750000
33494,28/12/2022,FC Köln,Urbig,Torwart,0,-,-,-,160000
31848,28/12/2022,FC Köln,T. Horn,Torwart,0,-,-,-,240000
32356,28/12/2022,FC Köln,Schwäbe,Torwart,12,"0,80",80%,100%,910000
33495,28/12/2022,FC Köln,Köbbing,Torwart,0,-,-,-,160000
33642,28/12/2022,FC Köln,Strauch,Abwehr,0,-,-,-,200000
33105,28/12/2022,FC Köln,Kilian,Abwehr,10,"0,77",86%,57%,880000
33632,28/12/2022,FC Köln,K. Pedersen,Abwehr,6,"1,20",75%,59%,280000
33688,28/12/2022,FC Köln,Smajić,Abwehr,0,-,-,-,210000
33552,28/12/2022,FC Köln,Chabot,Abwehr,10,"5,00",88%,58%,720000
33686,28/12/2022,FC Köln,Soldo,Abwehr,5,"1,00",78%,50%,480000
33051,28/12/2022,FC Köln,Schindler,Abwehr,12,"0,86",67%,53%,410000
32278,28/12/2022,FC Köln,Hector,Abwehr,45,"3,46",78%,69%,3670000
32744,28/12/2022,FC Köln,Hübers,Abwehr,22,"1,83",83%,57%,1690000
32628,28/12/2022,FC Köln,B. Schmitz,Abwehr,35,"2,50",63%,58%,1560000
32636,28/12/2022,FC Köln,Kainz,Mittelfeld,81,"5,79",73%,44%,9260000
33453,28/12/2022,FC Köln,Ljubičić,Mittelfeld,40,"4,44",82%,42%,5000000
33356,28/12/2022,FC Köln,Martel,Mittelfeld,19,"1,73",81%,54%,830000
33338,28/12/2022,FC Köln,Limnios,Mittelfeld,0,-,-,-,250000
33621,28/12/2022,FC Köln,Huseinbašić,Mittelfeld,20,"2,50",85%,39%,1760000
32668,28/12/2022,FC Köln,Duda,Mittelfeld,8,"0,62",78%,40%,910000
33157,28/12/2022,FC Köln,Skhiri,Mittelfeld,45,"3,21",89%,57%,4430000
32881,28/12/2022,FC Köln,Maina,Mittelfeld,30,"2,14",74%,40%,1850000
33562,28/12/2022,FC Köln,Olesen,Mittelfeld,5,"1,67",73%,60%,360000
33615,28/12/2022,FC Köln,Dietz,Sturm,13,"1,30",58%,42%,330000
33365,28/12/2022,FC Köln,Tigges,Sturm,35,"2,92",60%,44%,2540000
33270,28/12/2022,FC Köln,Lemperle,Sturm,1,"0,33",60%,17%,380000
33185,28/12/2022,FC Köln,Thielmann,Sturm,21,"2,10",69%,48%,1500000
33100,28/12/2022,FC Köln,S. Andersson,Sturm,0,-,-,-,280000
33077,28/12/2022,FC Köln,Adamyan,Sturm,17,"1,31",74%,27%,900000
31709,28/12/2022,FC Köln,Uth,Sturm,4,"1,33",83%,60%,1580000
33466,28/12/2022,FSV Mainz 05,Rieß,Torwart,0,-,-,-,160000
32364,28/12/2022,FSV Mainz 05,Zentner,Torwart,33,"2,20",48%,86%,1560000
32877,28/12/2022,FSV Mainz 05,Dahmen,Torwart,0,-,-,-,220000
33117,28/12/2022,FSV Mainz 05,E. Fernandes,Abwehr,30,"2,31",75%,54%,1540000
32989,28/12/2022,FSV Mainz 05,Aarón Martín,Abwehr,70,"4,67",83%,51%,5670000
33417,28/12/2022,FSV Mainz 05,Leitsch,Abwehr,13,"1,86",77%,67%,960000
31666,28/12/2022,FSV Mainz 05,Bell,Abwehr,25,"1,92",81%,48%,820000
32534,28/12/2022,FSV Mainz 05,A. Hack,Abwehr,17,"1,31",74%,54%,1300000
33478,28/12/2022,FSV Mainz 05,Widmer,Abwehr,36,"2,77",75%,57%,2650000
31762,28/12/2022,FSV Mainz 05,da Costa,Abwehr,12,"1,50",65%,50%,580000
33577,28/12/2022,FSV Mainz 05,Caci,Abwehr,27,"2,45",74%,47%,1120000
33477,28/12/2022,FSV Mainz 05,J. Lee,Mittelfeld,46,"3,07",77%,49%,2800000
33409,28/12/2022,FSV Mainz 05,Stach,Mittelfeld,51,"3,92",69%,60%,4810000
32992,28/12/2022,FSV Mainz 05,Barreiro,Mittelfeld,19,"1,58",70%,53%,1010000
33590,28/12/2022,FSV Mainz 05,E. Shabani,Mittelfeld,0,-,-,-,190000
32707,28/12/2022,FSV Mainz 05,Barkok,Mittelfeld,8,"1,33",82%,38%,380000
33654,28/12/2022,FSV Mainz 05,Fulgini,Mittelfeld,13,"0,93",82%,41%,600000
31959,28/12/2022,FSV Mainz 05,D. Kohr,Mittelfeld,42,"3,00",73%,52%,2250000
33578,28/12/2022,FSV Mainz 05,Weiper,Sturm,1,"1,00",100%,-,840000
33555,28/12/2022,FSV Mainz 05,Burgzorg,Sturm,9,"0,90",71%,31%,380000
33538,28/12/2022,FSV Mainz 05,Bobzien,Sturm,0,-,-,-,230000
33297,28/12/2022,FSV Mainz 05,Mustapha,Sturm,4,"1,00",53%,46%,230000
33124,28/12/2022,FSV Mainz 05,Ingvartsen,Sturm,33,"3,67",66%,34%,2320000
32948,28/12/2022,FSV Mainz 05,Burkardt,Sturm,27,"2,45",73%,42%,4090000
32544,28/12/2022,FSV Mainz 05,Onisiwo,Sturm,55,"3,67",62%,36%,4400000
33695,28/12/2022,FSV Mainz 05,Gruda,Sturm,0,-,-,-,300000
31310,28/12/2022,TSG Hoffenheim,Pentke,Torwart,0,-,-,-,180000
31489,28/12/2022,TSG Hoffenheim,Baumann,Torwart,45,"3,00",80%,100%,2820000
33397,28/12/2022,TSG Hoffenheim,Noll,Torwart,0,-,-,-,160000
33313,28/12/2022,TSG Hoffenheim,L. Philipp,Torwart,0,-,-,-,180000
33670,28/12/2022,TSG Hoffenheim,Quaresma,Abwehr,5,"1,67",88%,73%,370000
33669,28/12/2022,TSG Hoffenheim,Nsoki,Abwehr,9,"1,00",81%,52%,790000
33205,28/12/2022,TSG Hoffenheim,Angeliño,Abwehr,53,"3,79",70%,54%,5890000
33027,28/12/2022,TSG Hoffenheim,Lucas Ribeiro,Abwehr,0,-,-,-,220000
33026,28/12/2022,TSG Hoffenheim,Kabak,Abwehr,62,"4,43",85%,58%,5930000
33693,28/12/2022,TSG Hoffenheim,Quarshie,Abwehr,0,-,-,-,210000
32466,28/12/2022,TSG Hoffenheim,Kadeřábek,Abwehr,27,"2,08",70%,55%,1060000
31742,28/12/2022,TSG Hoffenheim,Bičakčić,Abwehr,0,-,-,-,350000
32162,28/12/2022,TSG Hoffenheim,Akpoguma,Abwehr,30,"2,31",79%,54%,1030000
31416,28/12/2022,TSG Hoffenheim,Vogt,Abwehr,34,"2,43",90%,47%,1960000
33580,28/12/2022,TSG Hoffenheim,F. Becker,Mittelfeld,0,-,-,-,230000
33437,28/12/2022,TSG Hoffenheim,Stiller,Mittelfeld,17,"1,89",78%,64%,960000
31349,28/12/2022,TSG Hoffenheim,Rudy,Mittelfeld,16,"1,60",79%,46%,550000
33673,28/12/2022,TSG Hoffenheim,Damar,Mittelfeld,4,"1,00",81%,32%,330000
33504,28/12/2022,TSG Hoffenheim,Bischof,Mittelfeld,1,"1,00",75%,0%,310000
32680,28/12/2022,TSG Hoffenheim,Geiger,Mittelfeld,45,"3,21",86%,46%,3550000
33158,28/12/2022,TSG Hoffenheim,Skov,Mittelfeld,53,"3,79",72%,45%,4240000
32492,28/12/2022,TSG Hoffenheim,Prömel,Mittelfeld,32,"2,46",78%,52%,1870000
32977,28/12/2022,TSG Hoffenheim,Baumgartner,Mittelfeld,61,"4,07",73%,41%,6870000
33191,28/12/2022,TSG Hoffenheim,Dabbur,Sturm,39,"3,90",76%,33%,3960000
33536,28/12/2022,TSG Hoffenheim,Asllani,Sturm,1,"0,33",62%,33%,770000
32553,28/12/2022,TSG Hoffenheim,Kramarić,Sturm,41,"2,93",81%,47%,8340000
32842,28/12/2022,TSG Hoffenheim,Bebou,Sturm,0,-,-,-,4210000
32756,28/12/2022,TSG Hoffenheim,Bruun Larsen,Sturm,11,"1,10",77%,33%,720000
33377,28/12/2022,TSG Hoffenheim,Rutter,Sturm,32,"2,13",64%,39%,4480000
33692,28/12/2022,Borussioa M'Gladbach,Brüll,Torwart,0,-,-,-,160000
32306,28/12/2022,Borussioa M'Gladbach,Sommer,Torwart,44,"4,40",81%,67%,4720000
33306,28/12/2022,Borussioa M'Gladbach,Olschowsky,Torwart,8,"4,00",75%,0%,1650000
31618,28/12/2022,Borussioa M'Gladbach,Sippel,Torwart,-2,"-0,67",63%,67%,420000
33691,28/12/2022,Borussioa M'Gladbach,Dimmer,Torwart,0,-,-,-,170000
33319,28/12/2022,Borussioa M'Gladbach,Netz,Abwehr,3,"0,75",69%,53%,670000
33592,28/12/2022,Borussioa M'Gladbach,Itakura,Abwehr,12,"2,40",91%,52%,5480000
33258,28/12/2022,Borussioa M'Gladbach,Scally,Abwehr,24,"1,60",77%,68%,1360000
33167,28/12/2022,Borussioa M'Gladbach,Bensebaini,Abwehr,87,"6,21",77%,62%,8750000
33128,28/12/2022,Borussioa M'Gladbach,Lainer,Abwehr,0,"0,00",68%,33%,480000
32634,28/12/2022,Borussioa M'Gladbach,Doucouré,Abwehr,0,-,-,-,190000
31380,28/12/2022,Borussioa M'Gladbach,Jantschke,Abwehr,4,"2,00",89%,67%,250000
32472,28/12/2022,Borussioa M'Gladbach,Elvedi,Abwehr,50,"3,85",92%,74%,4590000
32311,28/12/2022,Borussioa M'Gladbach,M. Friedrich,Abwehr,30,"2,50",86%,72%,1840000
32931,28/12/2022,Borussioa M'Gladbach,Neuhaus,Mittelfeld,13,"2,17",75%,38%,6540000
33636,28/12/2022,Borussioa M'Gladbach,Fraulo,Mittelfeld,0,-,-,-,230000
33526,28/12/2022,Borussioa M'Gladbach,Noß,Mittelfeld,0,-,-,-,190000
33450,28/12/2022,Borussioa M'Gladbach,Koné,Mittelfeld,40,"2,86",87%,56%,4510000
33353,28/12/2022,Borussioa M'Gladbach,Reitz,Mittelfeld,0,-,100%,-,210000
32080,28/12/2022,Borussioa M'Gladbach,Hofmann,Mittelfeld,88,"6,77",79%,46%,14630000
32159,28/12/2022,Borussioa M'Gladbach,Kramer,Mittelfeld,9,"0,64",84%,42%,1030000
32447,28/12/2022,Borussioa M'Gladbach,Weigl,Mittelfeld,28,"2,55",88%,69%,3760000
33075,28/12/2022,Borussioa M'Gladbach,H. Wolf,Mittelfeld,2,"1,00",71%,63%,540000
32944,28/12/2022,Borussioa M'Gladbach,Müsel,Sturm,0,-,-,-,190000
33681,28/12/2022,Borussioa M'Gladbach,Ngoumou,Sturm,4,"0,67",71%,44%,580000
32968,28/12/2022,Borussioa M'Gladbach,Pléa,Sturm,50,"4,55",72%,42%,9580000
33618,28/12/2022,Borussioa M'Gladbach,Borges Sanches,Sturm,4,"1,33",83%,50%,270000
31596,28/12/2022,Borussioa M'Gladbach,P. Herrmann,Sturm,18,"2,25",69%,41%,750000
33152,28/12/2022,Borussioa M'Gladbach,Thuram,Sturm,92,"6,13",74%,45%,13280000
31243,28/12/2022,Borussioa M'Gladbach,Stindl,Sturm,34,"3,09",79%,38%,5120000
33698,28/12/2022,Eintrach Frankfurt,Simoni,Torwart,0,-,-,-,520000
33440,28/12/2022,Eintrach Frankfurt,Ramaj,Torwart,0,-,-,-,180000
31621,28/12/2022,Eintrach Frankfurt,Trapp,Torwart,22,"1,47",60%,100%,2440000
31458,28/12/2022,Eintrach Frankfurt,Grahl,Torwart,0,-,-,-,410000
31220,28/12/2022,Eintrach Frankfurt,Hasebe,Abwehr,9,"2,25",85%,67%,650000
33613,28/12/2022,Eintrach Frankfurt,Smolčić,Abwehr,9,"2,25",77%,87%,1290000
33094,28/12/2022,Eintrach Frankfurt,C. Lenz,Abwehr,27,"3,00",81%,55%,1830000
33031,28/12/2022,Eintrach Frankfurt,Touré,Abwehr,4,"2,00",81%,71%,830000
33029,28/12/2022,Eintrach Frankfurt,Tuta,Abwehr,30,"2,00",81%,45%,1650000
