Playerid,Datum,Verein,Name,Position,Punkte,Punkte pro Spiel,Passquote,Zweikampf,Marktwert
31362,16/12/2022,FC Bayern München,T. Müller,Sturm,44,"5,50",79%,50%,11500000
32638,16/12/2022,Borussia Dortmund,Kobel,Torwart,42,"3,82",81%,100%,3270000
32841,16/12/2022,Borussia Dortmund,A. Meyer,Torwart,5,"1,25",88%,50%,240000
33036,16/12/2022,Borussia Dortmund,Unbehaun,Torwart,0,-,-,-,170000
33396,16/12/2022,Borussia Dortmund,Lotka,Torwart,0,-,-,-,180000
33038,16/12/2022,Borussia Dortmund,N. Schlotterbeck,Abwehr,70,"4,67",87%,68%,7480000
33137,16/12/2022,Borussia Dortmund,Mateu Morey,Abwehr,0,-,-,-,960000
33259,16/12/2022,Borussia Dortmund,Meunier,Abwehr,23,"2,88",72%,52%,2310000
33432,16/12/2022,Borussia Dortmund,S. Coulibaly,Abwehr,0,-,-,-,190000
33509,16/12/2022,Borussia Dortmund,A. Papadopoulos,Abwehr,2,"2,00",89%,33%,240000
33567,16/12/2022,Borussia Dortmund,Rothe,Abwehr,4,"4,00",100%,100%,250000
31002,16/12/2022,Borussia Dortmund,Hummels,Abwehr,52,"4,00",88%,59%,5560000
32632,16/12/2022,Borussia Dortmund,Raphaël Guerreiro,Abwehr,47,"3,92",86%,59%,5470000
32556,16/12/2022,Borussia Dortmund,Passlack,Abwehr,4,"2,00",73%,80%,260000
31779,16/12/2022,Borussia Dortmund,N. Schulz,Abwehr,0,-,-,-,310000
32122,16/12/2022,Borussia Dortmund,Süle,Abwehr,34,"2,83",89%,56%,4050000
32546,16/12/2022,Borussia Dortmund,M. Wolf,Abwehr,34,"3,40",73%,57%,2340000
33690,16/12/2022,Borussia Dortmund,Pašalić,Mittelfeld,0,"0,00",100%,33%,220000
33608,16/12/2022,Borussia Dortmund,Gürpüz,Mittelfeld,0,-,-,-,200000
32677,16/12/2022,Borussia Dortmund,Özcan,Mittelfeld,22,"1,83",88%,49%,2660000
33497,16/12/2022,Borussia Dortmund,Kamara,Mittelfeld,0,-,-,-,170000
31935,16/12/2022,Borussia Dortmund,Can,Mittelfeld,14,"1,56",89%,56%,1160000
33309,16/12/2022,Borussia Dortmund,Bellingham,Mittelfeld,83,"5,53",83%,60%,13140000
32236,16/12/2022,Borussia Dortmund,Brandt,Mittelfeld,70,"4,67",83%,45%,10150000
32208,16/12/2022,Borussia Dortmund,Dahoud,Mittelfeld,9,"3,00",78%,56%,4920000
33260,16/12/2022,Borussia Dortmund,Moukoko,Sturm,53,"4,08",72%,43%,8810000
33687,16/12/2022,Borussia Dortmund,Njinmah,Sturm,0,"0,00",0%,50%,210000
33575,16/12/2022,Borussia Dortmund,Adeyemi,Sturm,13,"1,18",75%,42%,4450000
33569,16/12/2022,Borussia Dortmund,Bynoe-Gittens,Sturm,2,"0,50",79%,35%,4250000
31454,16/12/2022,Borussia Dortmund,Reus,Sturm,28,"3,11",78%,42%,10070000
33501,16/12/2022,Borussia Dortmund,Malen,Sturm,20,"2,00",78%,42%,4290000
33198,16/12/2022,Borussia Dortmund,Reyna,Sturm,22,"2,20",75%,46%,5230000
32197,16/12/2022,Borussia Dortmund,Modeste,Sturm,33,"2,54",62%,38%,3900000
32769,16/12/2022,Borussia Dortmund,Haller,Sturm,0,-,-,-,7810000
32342,16/12/2022,Borussia Dortmund,Hazard,Sturm,22,"1,69",80%,44%,1900000
32508,16/12/2022,Bayer Leverkusen,Hradecky,Torwart,25,"1,79",70%,100%,1850000
32007,16/12/2022,Bayer Leverkusen,Lomb,Torwart,0,-,-,-,170000
33479,16/12/2022,Bayer Leverkusen,Lunev,Torwart,0,"0,00",76%,-,180000
33366,16/12/2022,Bayer Leverkusen,Fosu-Mensah,Abwehr,8,"1,60",80%,58%,470000
33369,16/12/2022,Bayer Leverkusen,Frimpong,Abwehr,65,"4,33",79%,55%,6300000
33125,16/12/2022,Bayer Leverkusen,Sinkgraven,Abwehr,6,"1,50",71%,47%,380000
33511,16/12/2022,Bayer Leverkusen,Hincapié,Abwehr,31,"2,38",83%,53%,2900000
33481,16/12/2022,Bayer Leverkusen,Bakker,Abwehr,17,"1,31",77%,45%,1520000
32157,16/12/2022,Bayer Leverkusen,Tah,Abwehr,32,"2,13",89%,54%,2630000
33499,16/12/2022,Bayer Leverkusen,Kossounou ,Abwehr,14,"1,40",83%,55%,1040000
33207,16/12/2022,Bayer Leverkusen,Tapsoba,Abwehr,35,"2,33",86%,59%,3190000
33449,16/12/2022,Bayer Leverkusen,Azhil,Mittelfeld,0,-,-,-,190000
33483,16/12/2022,Bayer Leverkusen,Sertdemir,Mittelfeld,0,-,-,-,170000
33189,16/12/2022,Bayer Leverkusen,Palacios,Mittelfeld,35,"3,50",85%,57%,3530000
33614,16/12/2022,Bayer Leverkusen,Eze,Mittelfeld,0,-,-,-,250000
32512,16/12/2022,Bayer Leverkusen,Charles Aránguiz,Mittelfeld,25,"2,50",83%,56%,1220000
32395,16/12/2022,Bayer Leverkusen,Amiri,Mittelfeld,21,"1,91",83%,48%,2780000
32155,16/12/2022,Bayer Leverkusen,Demirbay,Mittelfeld,46,"3,29",79%,36%,4740000
32129,16/12/2022,Bayer Leverkusen,Andrich,Mittelfeld,37,"2,85",84%,57%,3460000
33215,16/12/2022,Bayer Leverkusen,Wirtz,Mittelfeld,0,-,-,-,12700000
33556,16/12/2022,Bayer Leverkusen,Azmoun,Sturm,10,"1,25",59%,38%,1590000
33619,16/12/2022,Bayer Leverkusen,Hložek,Sturm,31,"2,38",83%,39%,2810000
33514,16/12/2022,Bayer Leverkusen,Adli,Sturm,11,"1,38",83%,37%,1820000
31764,16/12/2022,Bayer Leverkusen,Bellarabi,Sturm,0,"0,00",62%,50%,1420000
33179,16/12/2022,Bayer Leverkusen,Schick,Sturm,22,"2,00",71%,43%,10480000
33122,16/12/2022,Bayer Leverkusen,Diaby,Sturm,78,"5,20",81%,38%,12470000
33680,16/12/2022,Bayer Leverkusen,Hudson-Odoi,Sturm,18,"2,00",88%,58%,3620000
33663,16/12/2022,RB Leipzig,Nickisch,Torwart,0,-,-,-,160000
32575,16/12/2022,RB Leipzig,Gulácsi,Torwart,15,"2,50",85%,-,940000
32481,16/12/2022,RB Leipzig,Nyland,Torwart,5,"5,00",88%,-,260000
33664,16/12/2022,RB Leipzig,Schlieck,Torwart,0,-,-,-,170000
31827,16/12/2022,RB Leipzig,Blaswich,Torwart,19,"2,38",84%,100%,1510000
33434,16/12/2022,RB Leipzig,Simakan,Abwehr,31,"3,10",85%,50%,2710000
33433,16/12/2022,RB Leipzig,Gvardiol,Abwehr,22,"1,69",90%,60%,4740000
32824,16/12/2022,RB Leipzig,Diallo,Abwehr,24,"4,80",86%,56%,2990000
33436,16/12/2022,RB Leipzig,Raum,Abwehr,29,"2,07",81%,46%,4320000
33679,16/12/2022,RB Leipzig,Ba,Abwehr,0,-,-,-,310000
32581,16/12/2022,RB Leipzig,Klostermann,Abwehr,2,"2,00",75%,71%,2980000
32580,16/12/2022,RB Leipzig,Halstenberg,Abwehr,26,"2,17",85%,56%,1940000
32461,16/12/2022,RB Leipzig,Henrichs,Abwehr,32,"2,29",73%,61%,1760000
31846,16/12/2022,RB Leipzig,Orbán,Abwehr,82,"5,47",89%,62%,7740000
33540,16/12/2022,RB Leipzig,Clark,Mittelfeld,0,-,-,-,240000
33363,16/12/2022,RB Leipzig,Szoboszlai,Mittelfeld,63,"4,85",83%,47%,11600000
33200,16/12/2022,RB Leipzig,Dani Olmo,Mittelfeld,35,"3,50",80%,45%,9370000
31612,16/12/2022,RB Leipzig,Kampl,Mittelfeld,28,"2,00",91%,45%,1590000
32589,16/12/2022,RB Leipzig,Forsberg,Mittelfeld,29,"2,42",86%,46%,3970000
32800,16/12/2022,RB Leipzig,Laimer,Mittelfeld,7,"1,75",77%,50%,4580000
33023,16/12/2022,RB Leipzig,Haidara,Mittelfeld,16,"1,33",83%,30%,1380000
33133,16/12/2022,RB Leipzig,Schlager,Mittelfeld,26,"2,36",87%,46%,3700000
33151,16/12/2022,RB Leipzig,Nkunku,Sturm,102,"6,80",82%,43%,15590000
32591,16/12/2022,RB Leipzig,Y. Poulsen,Sturm,7,"1,17",42%,55%,1800000
33330,16/12/2022,RB Leipzig,Hugo Novoa,Sturm,11,"1,83",73%,41%,920000
32211,16/12/2022,RB Leipzig,Werner,Sturm,34,"3,78",75%,31%,11800000
33180,16/12/2022,RB Leipzig,André Silva,Sturm,40,"2,86",74%,41%,6580000
33257,16/12/2022,FC Union Berlin,L. Grill,Torwart,-5,"-1,25",66%,67%,280000
33091,16/12/2022,FC Union Berlin,Busk,Torwart,0,-,-,-,160000
32921,16/12/2022,FC Union Berlin,Rönnow,Torwart,42,"3,82",67%,75%,2730000
32883,16/12/2022,FC Union Berlin,Jaeckel,Abwehr,19,"1,90",80%,42%,590000
33141,16/12/2022,FC Union Berlin,Ryerson,Abwehr,34,"2,62",73%,49%,1810000
32340,16/12/2022,FC Union Berlin,Baumgartl,Abwehr,5,"1,25",83%,62%,870000
31864,16/12/2022,FC Union Berlin,Knoche,Abwehr,38,"2,71",81%,60%,2670000
33442,16/12/2022,FC Union Berlin,Puchacz,Abwehr,1,"1,00",73%,33%,220000
33609,16/12/2022,FC Union Berlin,Doekhi,Abwehr,26,"4,33",81%,61%,1590000
33659,16/12/2022,FC Union Berlin,Diogo Leite,Abwehr,26,"2,00",80%,57%,2200000
32057,16/12/2022,FC Union Berlin,Gießelmann,Abwehr,28,"2,55",75%,45%,1070000
33096,16/12/2022,FC Union Berlin,Trimmel,Abwehr,32,"2,46",64%,47%,2240000
33470,16/12/2022,FC Union Berlin,F. Schneider,Mittelfeld,0,-,-,-,200000
33550,16/12/2022,FC Union Berlin,Schäfer,Mittelfeld,14,"1,27",76%,46%,850000
33131,16/12/2022,FC Union Berlin,Dehl,Mittelfeld,0,-,-,-,190000
32924,16/12/2022,FC Union Berlin,Möhwald,Mittelfeld,0,-,-,-,320000
32073,16/12/2022,FC Union Berlin,R. Khedira,Mittelfeld,26,"1,86",75%,50%,1550000
32185,16/12/2022,FC Union Berlin,Öztunali,Mittelfeld,0,-,-,0%,310000
32251,16/12/2022,FC Union Berlin,Seguin,Mittelfeld,16,"2,29",77%,52%,560000
33661,16/12/2022,FC Union Berlin,Thorsby,Mittelfeld,15,"1,36",68%,44%,660000
32310,16/12/2022,FC Union Berlin,Haberer,Mittelfeld,40,"3,08",69%,39%,2690000
32324,16/12/2022,FC Union Berlin,Haraguchi,Mittelfeld,16,"2,00",81%,69%,690000
32532,16/12/2022,FC Union Berlin,Pantović,Mittelfeld,12,"1,50",69%,48%,480000
33411,16/12/2022,FC Union Berlin,Leweling,Sturm,6,"1,00",88%,41%,470000
33294,16/12/2022,FC Union Berlin,Maciejewski,Sturm,0,-,-,-,200000
32087,16/12/2022,FC Union Berlin,Michel,Sturm,31,"2,82",61%,40%,1470000
33616,16/12/2022,FC Union Berlin,Skarke,Sturm,0,"0,00",71%,27%,1380000
33641,16/12/2022,FC Union Berlin,Jordan,Sturm,48,"3,69",53%,44%,5540000
33135,16/12/2022,FC Union Berlin,S. Becker,Sturm,81,"5,40",69%,29%,8130000
33469,16/12/2022,FC Union Berlin,Behrens,Sturm,40,"2,67",63%,52%,1930000
33439,16/12/2022,SC Freiburg,Atubolu,Torwart,0,-,-,-,180000
32925,16/12/2022,SC Freiburg,Flekken,Torwart,55,"3,67",72%,86%,3520000
31881,16/12/2022,SC Freiburg,Uphoff,Torwart,0,-,-,-,200000
33461,16/12/2022,SC Freiburg,Sildillia,Abwehr,28,"2,00",75%,44%,1290000
33462,16/12/2022,SC Freiburg,Ezekwem,Abwehr,0,-,-,-,200000
32807,16/12/2022,SC Freiburg,Lienhart,Abwehr,43,"2,87",86%,67%,3900000
32597,16/12/2022,SC Freiburg,Kübler,Abwehr,31,"6,20",70%,51%,3630000
33541,16/12/2022,SC Freiburg,Siquet,Abwehr,1,"1,00",83%,75%,200000
32019,16/12/2022,SC Freiburg,C. Günter,Abwehr,40,"2,67",77%,38%,3540000
31910,16/12/2022,SC Freiburg,Ginter,Abwehr,74,"4,93",84%,66%,7070000
31751,16/12/2022,SC Freiburg,J. Schmid,Abwehr,0,-,-,-,370000
31453,16/12/2022,SC Freiburg,Gulde,Abwehr,4,"1,33",83%,50%,290000
32953,16/12/2022,SC Freiburg,K. Schlotterbeck,Abwehr,5,"2,50",100%,100%,1410000
33463,16/12/2022,SC Freiburg,Schade,Mittelfeld,13,"1,63",53%,50%,2010000
33576,16/12/2022,SC Freiburg,R. Wagner,Mittelfeld,0,"0,00",100%,0%,200000
33637,16/12/2022,SC Freiburg,Kyereh,Mittelfeld,17,"1,89",81%,43%,1930000
33458,16/12/2022,SC Freiburg,Weißhaupt ,Mittelfeld,12,"1,50",59%,53%,510000
33211,16/12/2022,SC Freiburg,Keitel,Mittelfeld,12,"1,33",83%,42%,620000
32398,16/12/2022,SC Freiburg,M. Eggestein,Mittelfeld,35,"2,69",79%,55%,3140000
31710,16/12/2022,SC Freiburg,Höfler,Mittelfeld,39,"2,60",85%,57%,2870000
33006,16/12/2022,SC Freiburg,Sallai,Mittelfeld,15,"2,14",76%,56%,2890000
33677,16/12/2022,SC Freiburg,Röhl,Mittelfeld,0,-,-,-,240000
32071,16/12/2022,SC Freiburg,Grifo,Mittelfeld,116,"7,73",80%,54%,14610000
31958,16/12/2022,SC Freiburg,Gregoritsch,Sturm,78,"5,20",56%,50%,9530000
33335,16/12/2022,SC Freiburg,Doan,Sturm,42,"2,80",74%,44%,5000000
32861,16/12/2022,SC Freiburg,Höler,Sturm,5,"0,71",59%,36%,3800000
33035,16/12/2022,SC Freiburg,Jeong,Sturm,21,"1,62",80%,39%,1370000
31395,16/12/2022,SC Freiburg,Petersen,Sturm,13,"1,30",50%,29%,780000
33494,16/12/2022,FC Köln,Urbig,Torwart,0,-,-,-,160000
31848,16/12/2022,FC Köln,T. Horn,Torwart,0,-,-,-,200000
32356,16/12/2022,FC Köln,Schwäbe,Torwart,12,"0,80",80%,100%,690000
33495,16/12/2022,FC Köln,Köbbing,Torwart,0,-,-,-,180000
33642,16/12/2022,FC Köln,Strauch,Abwehr,0,-,-,-,200000
33105,16/12/2022,FC Köln,Kilian,Abwehr,10,"0,77",86%,57%,850000
33632,16/12/2022,FC Köln,K. Pedersen,Abwehr,6,"1,20",75%,59%,320000
33688,16/12/2022,FC Köln,Smajić,Abwehr,0,-,-,-,200000
33552,16/12/2022,FC Köln,Chabot,Abwehr,10,"5,00",88%,58%,680000
33686,16/12/2022,FC Köln,Soldo,Abwehr,5,"1,00",78%,50%,570000
33051,16/12/2022,FC Köln,Schindler,Abwehr,12,"0,86",67%,53%,430000
32278,16/12/2022,FC Köln,Hector,Abwehr,45,"3,46",78%,69%,4060000
32744,16/12/2022,FC Köln,Hübers,Abwehr,22,"1,83",83%,57%,1520000
32628,16/12/2022,FC Köln,B. Schmitz,Abwehr,35,"2,50",63%,58%,1660000
32636,16/12/2022,FC Köln,Kainz,Mittelfeld,81,"5,79",73%,44%,8390000
33453,16/12/2022,FC Köln,Ljubičić,Mittelfeld,40,"4,44",82%,42%,5000000
33356,16/12/2022,FC Köln,Martel,Mittelfeld,19,"1,73",81%,54%,840000
33338,16/12/2022,FC Köln,Limnios,Mittelfeld,0,-,-,-,210000
33621,16/12/2022,FC Köln,Huseinbašić,Mittelfeld,20,"2,50",85%,39%,2000000
32668,16/12/2022,FC Köln,Duda,Mittelfeld,8,"0,62",78%,40%,980000
33157,16/12/2022,FC Köln,Skhiri,Mittelfeld,45,"3,21",89%,57%,4330000
32881,16/12/2022,FC Köln,Maina,Mittelfeld,30,"2,14",74%,40%,1770000
33562,16/12/2022,FC Köln,Olesen,Mittelfeld,5,"1,67",73%,60%,360000
33615,16/12/2022,FC Köln,Dietz,Sturm,13,"1,30",58%,42%,390000
33365,16/12/2022,FC Köln,Tigges,Sturm,35,"2,92",60%,44%,2450000
33270,16/12/2022,FC Köln,Lemperle,Sturm,1,"0,33",60%,17%,350000
33185,16/12/2022,FC Köln,Thielmann,Sturm,21,"2,10",69%,48%,1510000
33100,16/12/2022,FC Köln,S. Andersson,Sturm,0,-,-,-,380000
33077,16/12/2022,FC Köln,Adamyan,Sturm,17,"1,31",74%,27%,1070000
31709,16/12/2022,FC Köln,Uth,Sturm,4,"1,33",83%,60%,2710000
32877,16/12/2022,FSV Mainz 05,Dahmen,Torwart,0,-,-,-,220000
32364,16/12/2022,FSV Mainz 05,Zentner,Torwart,33,"2,20",48%,86%,1530000
33466,16/12/2022,FSV Mainz 05,Rieß,Torwart,0,-,-,-,160000
33326,16/12/2022,FSV Mainz 05,Tauer,Abwehr,2,"0,67",87%,44%,280000
33117,16/12/2022,FSV Mainz 05,E. Fernandes,Abwehr,30,"2,31",75%,54%,1930000
32989,16/12/2022,FSV Mainz 05,Aarón Martín,Abwehr,70,"4,67",83%,51%,5440000
33417,16/12/2022,FSV Mainz 05,Leitsch,Abwehr,13,"1,86",77%,67%,960000
31666,16/12/2022,FSV Mainz 05,Bell,Abwehr,25,"1,92",81%,48%,700000
32534,16/12/2022,FSV Mainz 05,A. Hack,Abwehr,17,"1,31",74%,54%,1180000
33478,16/12/2022,FSV Mainz 05,Widmer,Abwehr,36,"2,77",75%,57%,2560000
31762,16/12/2022,FSV Mainz 05,da Costa,Abwehr,12,"1,50",65%,50%,790000
33577,16/12/2022,FSV Mainz 05,Caci,Abwehr,27,"2,45",74%,47%,1010000
33477,16/12/2022,FSV Mainz 05,J. Lee,Mittelfeld,46,"3,07",77%,49%,2670000
33409,16/12/2022,FSV Mainz 05,Stach,Mittelfeld,51,"3,92",69%,60%,4670000
32992,16/12/2022,FSV Mainz 05,Barreiro,Mittelfeld,19,"1,58",70%,53%,950000
33590,16/12/2022,FSV Mainz 05,E. Shabani,Mittelfeld,0,-,-,-,210000
32707,16/12/2022,FSV Mainz 05,Barkok,Mittelfeld,8,"1,33",82%,38%,470000
33654,16/12/2022,FSV Mainz 05,Fulgini,Mittelfeld,13,"0,93",82%,41%,680000
31959,16/12/2022,FSV Mainz 05,D. Kohr,Mittelfeld,42,"3,00",73%,52%,2430000
33578,16/12/2022,FSV Mainz 05,Weiper,Sturm,1,"1,00",100%,-,810000
33555,16/12/2022,FSV Mainz 05,Burgzorg,Sturm,9,"0,90",71%,31%,390000
33538,16/12/2022,FSV Mainz 05,Bobzien,Sturm,0,-,-,-,210000
33297,16/12/2022,FSV Mainz 05,Mustapha,Sturm,4,"1,00",53%,46%,220000
33124,16/12/2022,FSV Mainz 05,Ingvartsen,Sturm,33,"3,67",66%,34%,2320000
32948,16/12/2022,FSV Mainz 05,Burkardt,Sturm,27,"2,45",73%,42%,4650000
32544,16/12/2022,FSV Mainz 05,Onisiwo,Sturm,55,"3,67",62%,36%,4960000
33695,16/12/2022,FSV Mainz 05,Gruda,Sturm,0,-,-,-,190000
31310,16/12/2022,TSG Hoffenheim,Pentke,Torwart,0,-,-,-,170000
31489,16/12/2022,TSG Hoffenheim,Baumann,Torwart,45,"3,00",80%,100%,2740000
33397,16/12/2022,TSG Hoffenheim,Noll,Torwart,0,-,-,-,170000
33313,16/12/2022,TSG Hoffenheim,L. Philipp,Torwart,0,-,-,-,180000
33670,16/12/2022,TSG Hoffenheim,Quaresma,Abwehr,5,"1,67",88%,73%,380000
33669,16/12/2022,TSG Hoffenheim,Nsoki,Abwehr,9,"1,00",81%,52%,860000
33205,16/12/2022,TSG Hoffenheim,Angeliño,Abwehr,53,"3,79",70%,54%,5930000
33027,16/12/2022,TSG Hoffenheim,Lucas Ribeiro,Abwehr,0,-,-,-,180000
33026,16/12/2022,TSG Hoffenheim,Kabak,Abwehr,62,"4,43",85%,58%,5870000
33693,16/12/2022,TSG Hoffenheim,Quarshie,Abwehr,0,-,-,-,220000
32466,16/12/2022,TSG Hoffenheim,Kadeřábek,Abwehr,27,"2,08",70%,55%,1210000
31742,16/12/2022,TSG Hoffenheim,Bičakčić,Abwehr,0,-,-,-,330000
32162,16/12/2022,TSG Hoffenheim,Akpoguma,Abwehr,30,"2,31",79%,54%,1040000
31416,16/12/2022,TSG Hoffenheim,Vogt,Abwehr,34,"2,43",90%,47%,1960000
33580,16/12/2022,TSG Hoffenheim,F. Becker,Mittelfeld,0,-,-,-,200000
33437,16/12/2022,TSG Hoffenheim,Stiller,Mittelfeld,17,"1,89",78%,64%,1090000
31349,16/12/2022,TSG Hoffenheim,Rudy,Mittelfeld,16,"1,60",79%,46%,570000
33673,16/12/2022,TSG Hoffenheim,Damar,Mittelfeld,4,"1,00",81%,32%,370000
33504,16/12/2022,TSG Hoffenheim,Bischof,Mittelfeld,1,"1,00",75%,0%,270000
32680,16/12/2022,TSG Hoffenheim,Geiger,Mittelfeld,45,"3,21",86%,46%,3820000
33158,16/12/2022,TSG Hoffenheim,Skov,Mittelfeld,53,"3,79",72%,45%,4600000
32492,16/12/2022,TSG Hoffenheim,Prömel,Mittelfeld,32,"2,46",78%,52%,2500000
32977,16/12/2022,TSG Hoffenheim,Baumgartner,Mittelfeld,61,"4,07",73%,41%,6830000
33191,16/12/2022,TSG Hoffenheim,Dabbur,Sturm,39,"3,90",76%,33%,3980000
33536,16/12/2022,TSG Hoffenheim,Asllani,Sturm,1,"0,33",62%,33%,520000
32553,16/12/2022,TSG Hoffenheim,Kramarić,Sturm,41,"2,93",81%,47%,7820000
32842,16/12/2022,TSG Hoffenheim,Bebou,Sturm,0,-,-,-,3350000
32756,16/12/2022,TSG Hoffenheim,Bruun Larsen,Sturm,11,"1,10",77%,33%,930000
33377,16/12/2022,TSG Hoffenheim,Rutter,Sturm,32,"2,13",64%,39%,4470000
33692,16/12/2022,Borussioa M'Gladbach,Brüll,Torwart,0,-,-,-,160000
32306,16/12/2022,Borussioa M'Gladbach,Sommer,Torwart,44,"4,40",81%,67%,3600000
33306,16/12/2022,Borussioa M'Gladbach,Olschowsky,Torwart,8,"4,00",75%,0%,1170000
31618,16/12/2022,Borussioa M'Gladbach,Sippel,Torwart,-2,"-0,67",63%,67%,360000
33691,16/12/2022,Borussioa M'Gladbach,Dimmer,Torwart,0,-,-,-,160000
33319,16/12/2022,Borussioa M'Gladbach,Netz,Abwehr,3,"0,75",69%,53%,660000
33592,16/12/2022,Borussioa M'Gladbach,Itakura,Abwehr,12,"2,40",91%,52%,4970000
33258,16/12/2022,Borussioa M'Gladbach,Scally,Abwehr,24,"1,60",77%,68%,1650000
33167,16/12/2022,Borussioa M'Gladbach,Bensebaini,Abwehr,87,"6,21",77%,62%,8610000
33128,16/12/2022,Borussioa M'Gladbach,Lainer,Abwehr,0,"0,00",68%,33%,410000
32634,16/12/2022,Borussioa M'Gladbach,Doucouré,Abwehr,0,-,-,-,200000
31380,16/12/2022,Borussioa M'Gladbach,Jantschke,Abwehr,4,"2,00",89%,67%,240000
32472,16/12/2022,Borussioa M'Gladbach,Elvedi,Abwehr,50,"3,85",92%,74%,4480000
32311,16/12/2022,Borussioa M'Gladbach,M. Friedrich,Abwehr,30,"2,50",86%,72%,2260000
32931,16/12/2022,Borussioa M'Gladbach,Neuhaus,Mittelfeld,13,"2,17",75%,38%,6750000
33636,16/12/2022,Borussioa M'Gladbach,Fraulo,Mittelfeld,0,-,-,-,220000
33526,16/12/2022,Borussioa M'Gladbach,Noß,Mittelfeld,0,-,-,-,190000
33450,16/12/2022,Borussioa M'Gladbach,Koné,Mittelfeld,40,"2,86",87%,56%,4070000
33353,16/12/2022,Borussioa M'Gladbach,Reitz,Mittelfeld,0,-,100%,-,200000
32080,16/12/2022,Borussioa M'Gladbach,Hofmann,Mittelfeld,88,"6,77",79%,46%,14590000
32159,16/12/2022,Borussioa M'Gladbach,Kramer,Mittelfeld,9,"0,64",84%,42%,1080000
32447,16/12/2022,Borussioa M'Gladbach,Weigl,Mittelfeld,28,"2,55",88%,69%,3610000
33075,16/12/2022,Borussioa M'Gladbach,H. Wolf,Mittelfeld,2,"1,00",71%,63%,590000
32944,16/12/2022,Borussioa M'Gladbach,Müsel,Sturm,0,-,-,-,200000
33681,16/12/2022,Borussioa M'Gladbach,Ngoumou,Sturm,4,"0,67",71%,44%,600000
32968,16/12/2022,Borussioa M'Gladbach,Pléa,Sturm,50,"4,55",72%,42%,8320000
33618,16/12/2022,Borussioa M'Gladbach,Borges Sanches,Sturm,4,"1,33",83%,50%,290000
31596,16/12/2022,Borussioa M'Gladbach,P. Herrmann,Sturm,18,"2,25",69%,41%,780000
33152,16/12/2022,Borussioa M'Gladbach,Thuram,Sturm,92,"6,13",74%,45%,12420000
31243,16/12/2022,Borussioa M'Gladbach,Stindl,Sturm,34,"3,09",79%,38%,5210000
33698,16/12/2022,Eintrach Frankfurt,Simoni,Torwart,0,-,-,-,710000
33440,16/12/2022,Eintrach Frankfurt,Ramaj,Torwart,0,-,-,-,160000
31621,16/12/2022,Eintrach Frankfurt,Trapp,Torwart,22,"1,47",60%,100%,2360000
31458,16/12/2022,Eintrach Frankfurt,Grahl,Torwart,0,-,-,-,190000
31220,16/12/2022,Eintrach Frankfurt,Hasebe,Abwehr,9,"2,25",85%,67%,870000
33613,16/12/2022,Eintrach Frankfurt,Smolčić,Abwehr,9,"2,25",77%,87%,1200000
33094,16/12/2022,Eintrach Frankfurt,C. Lenz,Abwehr,27,"3,00",81%,55%,2090000
33031,16/12/2022,Eintrach Frankfurt,Touré,Abwehr,4,"2,00",81%,71%,1180000
