Playerid,Datum,Verein,Name,Position,Punkte,Punkte pro Spiel,Passquote,Zweikampf,Marktwert
31710,30/12/2022,SC Freiburg,Höfler,Mittelfeld,39,"2,60",85%,57%,3100000
33006,30/12/2022,SC Freiburg,Sallai,Mittelfeld,15,"2,14",76%,56%,2920000
33677,30/12/2022,SC Freiburg,Röhl,Mittelfeld,0,-,-,-,220000
32071,30/12/2022,SC Freiburg,Grifo,Mittelfeld,116,"7,73",80%,54%,16030000
31958,30/12/2022,SC Freiburg,Gregoritsch,Sturm,78,"5,20",56%,50%,9100000
33335,30/12/2022,SC Freiburg,Doan,Sturm,42,"2,80",74%,44%,5160000
32861,30/12/2022,SC Freiburg,Höler,Sturm,5,"0,71",59%,36%,3580000
33035,30/12/2022,SC Freiburg,Jeong,Sturm,21,"1,62",80%,39%,1300000
31395,30/12/2022,SC Freiburg,Petersen,Sturm,13,"1,30",50%,29%,740000
33494,30/12/2022,FC Köln,Urbig,Torwart,0,-,-,-,170000
31848,30/12/2022,FC Köln,T. Horn,Torwart,0,-,-,-,250000
32356,30/12/2022,FC Köln,Schwäbe,Torwart,12,"0,80",80%,100%,950000
33495,30/12/2022,FC Köln,Köbbing,Torwart,0,-,-,-,160000
33642,30/12/2022,FC Köln,Strauch,Abwehr,0,-,-,-,200000
33105,30/12/2022,FC Köln,Kilian,Abwehr,10,"0,77",86%,57%,850000
33632,30/12/2022,FC Köln,K. Pedersen,Abwehr,6,"1,20",75%,59%,260000
33688,30/12/2022,FC Köln,Smajić,Abwehr,0,-,-,-,210000
33552,30/12/2022,FC Köln,Chabot,Abwehr,10,"5,00",88%,58%,740000
33686,30/12/2022,FC Köln,Soldo,Abwehr,5,"1,00",78%,50%,470000
33051,30/12/2022,FC Köln,Schindler,Abwehr,12,"0,86",67%,53%,390000
32278,30/12/2022,FC Köln,Hector,Abwehr,45,"3,46",78%,69%,3790000
32744,30/12/2022,FC Köln,Hübers,Abwehr,22,"1,83",83%,57%,1520000
32628,30/12/2022,FC Köln,B. Schmitz,Abwehr,35,"2,50",63%,58%,1400000
32636,30/12/2022,FC Köln,Kainz,Mittelfeld,81,"5,79",73%,44%,9240000
33453,30/12/2022,FC Köln,Ljubičić,Mittelfeld,40,"4,44",82%,42%,5160000
33356,30/12/2022,FC Köln,Martel,Mittelfeld,19,"1,73",81%,54%,830000
33338,30/12/2022,FC Köln,Limnios,Mittelfeld,0,-,-,-,260000
33621,30/12/2022,FC Köln,Huseinbašić,Mittelfeld,20,"2,50",85%,39%,1730000
32668,30/12/2022,FC Köln,Duda,Mittelfeld,8,"0,62",78%,40%,910000
33157,30/12/2022,FC Köln,Skhiri,Mittelfeld,45,"3,21",89%,57%,4430000
32881,30/12/2022,FC Köln,Maina,Mittelfeld,30,"2,14",74%,40%,1740000
33562,30/12/2022,FC Köln,Olesen,Mittelfeld,5,"1,67",73%,60%,350000
33615,30/12/2022,FC Köln,Dietz,Sturm,13,"1,30",58%,42%,320000
33365,30/12/2022,FC Köln,Tigges,Sturm,35,"2,92",60%,44%,2780000
33270,30/12/2022,FC Köln,Lemperle,Sturm,1,"0,33",60%,17%,360000
33185,30/12/2022,FC Köln,Thielmann,Sturm,21,"2,10",69%,48%,1360000
33100,30/12/2022,FC Köln,S. Andersson,Sturm,0,-,-,-,280000
33077,30/12/2022,FC Köln,Adamyan,Sturm,17,"1,31",74%,27%,920000
31709,30/12/2022,FC Köln,Uth,Sturm,4,"1,33",83%,60%,1510000
33466,30/12/2022,FSV Mainz 05,Rieß,Torwart,0,-,-,-,170000
32364,30/12/2022,FSV Mainz 05,Zentner,Torwart,33,"2,20",48%,86%,1550000
32877,30/12/2022,FSV Mainz 05,Dahmen,Torwart,0,-,-,-,240000
33117,30/12/2022,FSV Mainz 05,E. Fernandes,Abwehr,30,"2,31",75%,54%,1660000
32989,30/12/2022,FSV Mainz 05,Aarón Martín,Abwehr,70,"4,67",83%,51%,5710000
33417,30/12/2022,FSV Mainz 05,Leitsch,Abwehr,13,"1,86",77%,67%,950000
31666,30/12/2022,FSV Mainz 05,Bell,Abwehr,25,"1,92",81%,48%,760000
32534,30/12/2022,FSV Mainz 05,A. Hack,Abwehr,17,"1,31",74%,54%,1330000
33478,30/12/2022,FSV Mainz 05,Widmer,Abwehr,36,"2,77",75%,57%,2730000
31762,30/12/2022,FSV Mainz 05,da Costa,Abwehr,12,"1,50",65%,50%,570000
33577,30/12/2022,FSV Mainz 05,Caci,Abwehr,27,"2,45",74%,47%,1100000
33477,30/12/2022,FSV Mainz 05,J. Lee,Mittelfeld,46,"3,07",77%,49%,2710000
33409,30/12/2022,FSV Mainz 05,Stach,Mittelfeld,51,"3,92",69%,60%,4370000
32992,30/12/2022,FSV Mainz 05,Barreiro,Mittelfeld,19,"1,58",70%,53%,1070000
33590,30/12/2022,FSV Mainz 05,E. Shabani,Mittelfeld,0,-,-,-,200000
32707,30/12/2022,FSV Mainz 05,Barkok,Mittelfeld,8,"1,33",82%,38%,370000
33654,30/12/2022,FSV Mainz 05,Fulgini,Mittelfeld,13,"0,93",82%,41%,570000
31959,30/12/2022,FSV Mainz 05,D. Kohr,Mittelfeld,42,"3,00",73%,52%,2290000
33578,30/12/2022,FSV Mainz 05,Weiper,Sturm,1,"1,00",100%,-,770000
33555,30/12/2022,FSV Mainz 05,Burgzorg,Sturm,9,"0,90",71%,31%,370000
33538,30/12/2022,FSV Mainz 05,Bobzien,Sturm,0,-,-,-,240000
33297,30/12/2022,FSV Mainz 05,Mustapha,Sturm,4,"1,00",53%,46%,220000
33124,30/12/2022,FSV Mainz 05,Ingvartsen,Sturm,33,"3,67",66%,34%,2280000
32948,30/12/2022,FSV Mainz 05,Burkardt,Sturm,27,"2,45",73%,42%,4270000
32544,30/12/2022,FSV Mainz 05,Onisiwo,Sturm,55,"3,67",62%,36%,4450000
33695,30/12/2022,FSV Mainz 05,Gruda,Sturm,0,-,-,-,300000
31310,30/12/2022,TSG Hoffenheim,Pentke,Torwart,0,-,-,-,170000
31489,30/12/2022,TSG Hoffenheim,Baumann,Torwart,45,"3,00",80%,100%,2920000
33397,30/12/2022,TSG Hoffenheim,Noll,Torwart,0,-,-,-,160000
33313,30/12/2022,TSG Hoffenheim,L. Philipp,Torwart,0,-,-,-,180000
33670,30/12/2022,TSG Hoffenheim,Quaresma,Abwehr,5,"1,67",88%,73%,370000
33669,30/12/2022,TSG Hoffenheim,Nsoki,Abwehr,9,"1,00",81%,52%,750000
33205,30/12/2022,TSG Hoffenheim,Angeliño,Abwehr,53,"3,79",70%,54%,5720000
33027,30/12/2022,TSG Hoffenheim,Lucas Ribeiro,Abwehr,0,-,-,-,230000
33026,30/12/2022,TSG Hoffenheim,Kabak,Abwehr,62,"4,43",85%,58%,6000000
33693,30/12/2022,TSG Hoffenheim,Quarshie,Abwehr,0,-,-,-,210000
32466,30/12/2022,TSG Hoffenheim,Kadeřábek,Abwehr,27,"2,08",70%,55%,1050000
31742,30/12/2022,TSG Hoffenheim,Bičakčić,Abwehr,0,-,-,-,360000
32162,30/12/2022,TSG Hoffenheim,Akpoguma,Abwehr,30,"2,31",79%,54%,1080000
31416,30/12/2022,TSG Hoffenheim,Vogt,Abwehr,34,"2,43",90%,47%,1990000
33580,30/12/2022,TSG Hoffenheim,F. Becker,Mittelfeld,0,-,-,-,240000
33437,30/12/2022,TSG Hoffenheim,Stiller,Mittelfeld,17,"1,89",78%,64%,1030000
31349,30/12/2022,TSG Hoffenheim,Rudy,Mittelfeld,16,"1,60",79%,46%,550000
33673,30/12/2022,TSG Hoffenheim,Damar,Mittelfeld,4,"1,00",81%,32%,310000
33504,30/12/2022,TSG Hoffenheim,Bischof,Mittelfeld,1,"1,00",75%,0%,320000
32680,30/12/2022,TSG Hoffenheim,Geiger,Mittelfeld,45,"3,21",86%,46%,3640000
33158,30/12/2022,TSG Hoffenheim,Skov,Mittelfeld,53,"3,79",72%,45%,4320000
32492,30/12/2022,TSG Hoffenheim,Prömel,Mittelfeld,32,"2,46",78%,52%,1950000
32977,30/12/2022,TSG Hoffenheim,Baumgartner,Mittelfeld,61,"4,07",73%,41%,7080000
33191,30/12/2022,TSG Hoffenheim,Dabbur,Sturm,39,"3,90",76%,33%,3870000
33536,30/12/2022,TSG Hoffenheim,Asllani,Sturm,1,"0,33",62%,33%,790000
32553,30/12/2022,TSG Hoffenheim,Kramarić,Sturm,41,"2,93",81%,47%,8530000
32842,30/12/2022,TSG Hoffenheim,Bebou,Sturm,0,-,-,-,4270000
32756,30/12/2022,TSG Hoffenheim,Bruun Larsen,Sturm,11,"1,10",77%,33%,700000
33377,30/12/2022,TSG Hoffenheim,Rutter,Sturm,32,"2,13",64%,39%,4520000
33692,30/12/2022,Borussioa M'Gladbach,Brüll,Torwart,0,-,-,-,160000
32306,30/12/2022,Borussioa M'Gladbach,Sommer,Torwart,44,"4,40",81%,67%,4810000
33306,30/12/2022,Borussioa M'Gladbach,Olschowsky,Torwart,8,"4,00",75%,0%,1650000
31618,30/12/2022,Borussioa M'Gladbach,Sippel,Torwart,-2,"-0,67",63%,67%,450000
33691,30/12/2022,Borussioa M'Gladbach,Dimmer,Torwart,0,-,-,-,170000
33319,30/12/2022,Borussioa M'Gladbach,Netz,Abwehr,3,"0,75",69%,53%,670000
33592,30/12/2022,Borussioa M'Gladbach,Itakura,Abwehr,12,"2,40",91%,52%,5420000
33258,30/12/2022,Borussioa M'Gladbach,Scally,Abwehr,24,"1,60",77%,68%,1380000
33167,30/12/2022,Borussioa M'Gladbach,Bensebaini,Abwehr,87,"6,21",77%,62%,8760000
33128,30/12/2022,Borussioa M'Gladbach,Lainer,Abwehr,0,"0,00",68%,33%,460000
32634,30/12/2022,Borussioa M'Gladbach,Doucouré,Abwehr,0,-,-,-,190000
31380,30/12/2022,Borussioa M'Gladbach,Jantschke,Abwehr,4,"2,00",89%,67%,240000
32472,30/12/2022,Borussioa M'Gladbach,Elvedi,Abwehr,50,"3,85",92%,74%,4350000
32311,30/12/2022,Borussioa M'Gladbach,M. Friedrich,Abwehr,30,"2,50",86%,72%,1830000
32931,30/12/2022,Borussioa M'Gladbach,Neuhaus,Mittelfeld,13,"2,17",75%,38%,6480000
33636,30/12/2022,Borussioa M'Gladbach,Fraulo,Mittelfeld,0,-,-,-,220000
33526,30/12/2022,Borussioa M'Gladbach,Noß,Mittelfeld,0,-,-,-,180000
33450,30/12/2022,Borussioa M'Gladbach,Koné,Mittelfeld,40,"2,86",87%,56%,4490000
33353,30/12/2022,Borussioa M'Gladbach,Reitz,Mittelfeld,0,-,100%,-,200000
32080,30/12/2022,Borussioa M'Gladbach,Hofmann,Mittelfeld,88,"6,77",79%,46%,14430000
32159,30/12/2022,Borussioa M'Gladbach,Kramer,Mittelfeld,9,"0,64",84%,42%,1050000
32447,30/12/2022,Borussioa M'Gladbach,Weigl,Mittelfeld,28,"2,55",88%,69%,3750000
33075,30/12/2022,Borussioa M'Gladbach,H. Wolf,Mittelfeld,2,"1,00",71%,63%,500000
32944,30/12/2022,Borussioa M'Gladbach,Müsel,Sturm,0,-,-,-,200000
33681,30/12/2022,Borussioa M'Gladbach,Ngoumou,Sturm,4,"0,67",71%,44%,570000
32968,30/12/2022,Borussioa M'Gladbach,Pléa,Sturm,50,"4,55",72%,42%,9730000
33618,30/12/2022,Borussioa M'Gladbach,Borges Sanches,Sturm,4,"1,33",83%,50%,280000
31596,30/12/2022,Borussioa M'Gladbach,P. Herrmann,Sturm,18,"2,25",69%,41%,720000
33152,30/12/2022,Borussioa M'Gladbach,Thuram,Sturm,92,"6,13",74%,45%,12720000
31243,30/12/2022,Borussioa M'Gladbach,Stindl,Sturm,34,"3,09",79%,38%,5030000
33698,30/12/2022,Eintrach Frankfurt,Simoni,Torwart,0,-,-,-,460000
33440,30/12/2022,Eintrach Frankfurt,Ramaj,Torwart,0,-,-,-,170000
31621,30/12/2022,Eintrach Frankfurt,Trapp,Torwart,22,"1,47",60%,100%,2330000
31458,30/12/2022,Eintrach Frankfurt,Grahl,Torwart,0,-,-,-,370000
31220,30/12/2022,Eintrach Frankfurt,Hasebe,Abwehr,9,"2,25",85%,67%,660000
33613,30/12/2022,Eintrach Frankfurt,Smolčić,Abwehr,9,"2,25",77%,87%,1260000
33094,30/12/2022,Eintrach Frankfurt,C. Lenz,Abwehr,27,"3,00",81%,55%,1850000
33031,30/12/2022,Eintrach Frankfurt,Touré,Abwehr,4,"2,00",81%,71%,770000
33029,30/12/2022,Eintrach Frankfurt,Tuta,Abwehr,30,"2,00",81%,45%,1730000
