Playerid,Datum,Verein,Name,Position,Punkte,Punkte pro Spiel,Passquote,Zweikampf,Marktwert
33614,23/12/2022,Bayer Leverkusen,Eze,Mittelfeld,0,-,-,-,240000
32512,23/12/2022,Bayer Leverkusen,Charles Aránguiz,Mittelfeld,25,"2,50",83%,56%,1180000
32395,23/12/2022,Bayer Leverkusen,Amiri,Mittelfeld,21,"1,91",83%,48%,2750000
32155,23/12/2022,Bayer Leverkusen,Demirbay,Mittelfeld,46,"3,29",79%,36%,4820000
32129,23/12/2022,Bayer Leverkusen,Andrich,Mittelfeld,37,"2,85",84%,57%,3570000
33215,23/12/2022,Bayer Leverkusen,Wirtz,Mittelfeld,0,-,-,-,14260000
33556,23/12/2022,Bayer Leverkusen,Azmoun,Sturm,10,"1,25",59%,38%,1710000
33619,23/12/2022,Bayer Leverkusen,Hložek,Sturm,31,"2,38",83%,39%,3050000
33514,23/12/2022,Bayer Leverkusen,Adli,Sturm,11,"1,38",83%,37%,1860000
31764,23/12/2022,Bayer Leverkusen,Bellarabi,Sturm,0,"0,00",62%,50%,1560000
33179,23/12/2022,Bayer Leverkusen,Schick,Sturm,22,"2,00",71%,43%,10770000
33122,23/12/2022,Bayer Leverkusen,Diaby,Sturm,78,"5,20",81%,38%,12360000
33680,23/12/2022,Bayer Leverkusen,Hudson-Odoi,Sturm,18,"2,00",88%,58%,4040000
33663,23/12/2022,RB Leipzig,Nickisch,Torwart,0,-,-,-,160000
32575,23/12/2022,RB Leipzig,Gulácsi,Torwart,15,"2,50",85%,-,900000
32481,23/12/2022,RB Leipzig,Nyland,Torwart,5,"5,00",88%,-,240000
33664,23/12/2022,RB Leipzig,Schlieck,Torwart,0,-,-,-,180000
31827,23/12/2022,RB Leipzig,Blaswich,Torwart,19,"2,38",84%,100%,1670000
33434,23/12/2022,RB Leipzig,Simakan,Abwehr,31,"3,10",85%,50%,3000000
33433,23/12/2022,RB Leipzig,Gvardiol,Abwehr,22,"1,69",90%,60%,5480000
32824,23/12/2022,RB Leipzig,Diallo,Abwehr,24,"4,80",86%,56%,2980000
33436,23/12/2022,RB Leipzig,Raum,Abwehr,29,"2,07",81%,46%,4660000
33679,23/12/2022,RB Leipzig,Ba,Abwehr,0,-,-,-,390000
32581,23/12/2022,RB Leipzig,Klostermann,Abwehr,2,"2,00",75%,71%,3100000
32580,23/12/2022,RB Leipzig,Halstenberg,Abwehr,26,"2,17",85%,56%,2240000
32461,23/12/2022,RB Leipzig,Henrichs,Abwehr,32,"2,29",73%,61%,1810000
31846,23/12/2022,RB Leipzig,Orbán,Abwehr,82,"5,47",89%,62%,7740000
33540,23/12/2022,RB Leipzig,Clark,Mittelfeld,0,-,-,-,240000
33363,23/12/2022,RB Leipzig,Szoboszlai,Mittelfeld,63,"4,85",83%,47%,11990000
33200,23/12/2022,RB Leipzig,Dani Olmo,Mittelfeld,35,"3,50",80%,45%,9800000
31612,23/12/2022,RB Leipzig,Kampl,Mittelfeld,28,"2,00",91%,45%,1530000
32589,23/12/2022,RB Leipzig,Forsberg,Mittelfeld,29,"2,42",86%,46%,3980000
32800,23/12/2022,RB Leipzig,Laimer,Mittelfeld,7,"1,75",77%,50%,4990000
33023,23/12/2022,RB Leipzig,Haidara,Mittelfeld,16,"1,33",83%,30%,1480000
33133,23/12/2022,RB Leipzig,Schlager,Mittelfeld,26,"2,36",87%,46%,3630000
33151,23/12/2022,RB Leipzig,Nkunku,Sturm,102,"6,80",82%,43%,15880000
32591,23/12/2022,RB Leipzig,Y. Poulsen,Sturm,7,"1,17",42%,55%,1780000
33330,23/12/2022,RB Leipzig,Hugo Novoa,Sturm,11,"1,83",73%,41%,770000
32211,23/12/2022,RB Leipzig,Werner,Sturm,34,"3,78",75%,31%,11600000
33180,23/12/2022,RB Leipzig,André Silva,Sturm,40,"2,86",74%,41%,7100000
33257,23/12/2022,FC Union Berlin,L. Grill,Torwart,-5,"-1,25",66%,67%,260000
33091,23/12/2022,FC Union Berlin,Busk,Torwart,0,-,-,-,170000
32921,23/12/2022,FC Union Berlin,Rönnow,Torwart,42,"3,82",67%,75%,2740000
32883,23/12/2022,FC Union Berlin,Jaeckel,Abwehr,19,"1,90",80%,42%,550000
33141,23/12/2022,FC Union Berlin,Ryerson,Abwehr,34,"2,62",73%,49%,1930000
32340,23/12/2022,FC Union Berlin,Baumgartl,Abwehr,5,"1,25",83%,62%,880000
31864,23/12/2022,FC Union Berlin,Knoche,Abwehr,38,"2,71",81%,60%,2810000
33442,23/12/2022,FC Union Berlin,Puchacz,Abwehr,1,"1,00",73%,33%,250000
33609,23/12/2022,FC Union Berlin,Doekhi,Abwehr,26,"4,33",81%,61%,1710000
33659,23/12/2022,FC Union Berlin,Diogo Leite,Abwehr,26,"2,00",80%,57%,2030000
32057,23/12/2022,FC Union Berlin,Gießelmann,Abwehr,28,"2,55",75%,45%,1160000
33096,23/12/2022,FC Union Berlin,Trimmel,Abwehr,32,"2,46",64%,47%,1790000
33470,23/12/2022,FC Union Berlin,F. Schneider,Mittelfeld,0,-,-,-,200000
33550,23/12/2022,FC Union Berlin,Schäfer,Mittelfeld,14,"1,27",76%,46%,870000
33131,23/12/2022,FC Union Berlin,Dehl,Mittelfeld,0,-,-,-,220000
32924,23/12/2022,FC Union Berlin,Möhwald,Mittelfeld,0,-,-,-,260000
32073,23/12/2022,FC Union Berlin,R. Khedira,Mittelfeld,26,"1,86",75%,50%,1590000
32185,23/12/2022,FC Union Berlin,Öztunali,Mittelfeld,0,-,-,0%,310000
32251,23/12/2022,FC Union Berlin,Seguin,Mittelfeld,16,"2,29",77%,52%,580000
33661,23/12/2022,FC Union Berlin,Thorsby,Mittelfeld,15,"1,36",68%,44%,650000
32310,23/12/2022,FC Union Berlin,Haberer,Mittelfeld,40,"3,08",69%,39%,2250000
32324,23/12/2022,FC Union Berlin,Haraguchi,Mittelfeld,16,"2,00",81%,69%,590000
32532,23/12/2022,FC Union Berlin,Pantović,Mittelfeld,12,"1,50",69%,48%,550000
33411,23/12/2022,FC Union Berlin,Leweling,Sturm,6,"1,00",88%,41%,640000
33294,23/12/2022,FC Union Berlin,Maciejewski,Sturm,0,-,-,-,200000
32087,23/12/2022,FC Union Berlin,Michel,Sturm,31,"2,82",61%,40%,1480000
33616,23/12/2022,FC Union Berlin,Skarke,Sturm,0,"0,00",71%,27%,1810000
33641,23/12/2022,FC Union Berlin,Jordan,Sturm,48,"3,69",53%,44%,5690000
33135,23/12/2022,FC Union Berlin,S. Becker,Sturm,81,"5,40",69%,29%,8260000
33469,23/12/2022,FC Union Berlin,Behrens,Sturm,40,"2,67",63%,52%,2010000
33439,23/12/2022,SC Freiburg,Atubolu,Torwart,0,-,-,-,170000
32925,23/12/2022,SC Freiburg,Flekken,Torwart,55,"3,67",72%,86%,3540000
31881,23/12/2022,SC Freiburg,Uphoff,Torwart,0,-,-,-,190000
33461,23/12/2022,SC Freiburg,Sildillia,Abwehr,28,"2,00",75%,44%,1480000
33462,23/12/2022,SC Freiburg,Ezekwem,Abwehr,0,-,-,-,210000
32807,23/12/2022,SC Freiburg,Lienhart,Abwehr,43,"2,87",86%,67%,3680000
32597,23/12/2022,SC Freiburg,Kübler,Abwehr,31,"6,20",70%,51%,3830000
33541,23/12/2022,SC Freiburg,Siquet,Abwehr,1,"1,00",83%,75%,200000
32019,23/12/2022,SC Freiburg,C. Günter,Abwehr,40,"2,67",77%,38%,3610000
31910,23/12/2022,SC Freiburg,Ginter,Abwehr,74,"4,93",84%,66%,6630000
31751,23/12/2022,SC Freiburg,J. Schmid,Abwehr,0,-,-,-,400000
31453,23/12/2022,SC Freiburg,Gulde,Abwehr,4,"1,33",83%,50%,350000
32953,23/12/2022,SC Freiburg,K. Schlotterbeck,Abwehr,5,"2,50",100%,100%,1910000
33463,23/12/2022,SC Freiburg,Schade,Mittelfeld,13,"1,63",53%,50%,2200000
33576,23/12/2022,SC Freiburg,R. Wagner,Mittelfeld,0,"0,00",100%,0%,230000
33637,23/12/2022,SC Freiburg,Kyereh,Mittelfeld,17,"1,89",81%,43%,1910000
33458,23/12/2022,SC Freiburg,Weißhaupt ,Mittelfeld,12,"1,50",59%,53%,480000
33211,23/12/2022,SC Freiburg,Keitel,Mittelfeld,12,"1,33",83%,42%,630000
32398,23/12/2022,SC Freiburg,M. Eggestein,Mittelfeld,35,"2,69",79%,55%,2580000
31710,23/12/2022,SC Freiburg,Höfler,Mittelfeld,39,"2,60",85%,57%,3050000
33006,23/12/2022,SC Freiburg,Sallai,Mittelfeld,15,"2,14",76%,56%,2960000
33677,23/12/2022,SC Freiburg,Röhl,Mittelfeld,0,-,-,-,220000
32071,23/12/2022,SC Freiburg,Grifo,Mittelfeld,116,"7,73",80%,54%,16810000
31958,23/12/2022,SC Freiburg,Gregoritsch,Sturm,78,"5,20",56%,50%,9770000
33335,23/12/2022,SC Freiburg,Doan,Sturm,42,"2,80",74%,44%,5190000
32861,23/12/2022,SC Freiburg,Höler,Sturm,5,"0,71",59%,36%,3590000
33035,23/12/2022,SC Freiburg,Jeong,Sturm,21,"1,62",80%,39%,1160000
31395,23/12/2022,SC Freiburg,Petersen,Sturm,13,"1,30",50%,29%,730000
33494,23/12/2022,FC Köln,Urbig,Torwart,0,-,-,-,160000
31848,23/12/2022,FC Köln,T. Horn,Torwart,0,-,-,-,230000
32356,23/12/2022,FC Köln,Schwäbe,Torwart,12,"0,80",80%,100%,890000
33495,23/12/2022,FC Köln,Köbbing,Torwart,0,-,-,-,160000
33642,23/12/2022,FC Köln,Strauch,Abwehr,0,-,-,-,210000
33105,23/12/2022,FC Köln,Kilian,Abwehr,10,"0,77",86%,57%,920000
33632,23/12/2022,FC Köln,K. Pedersen,Abwehr,6,"1,20",75%,59%,300000
33688,23/12/2022,FC Köln,Smajić,Abwehr,0,-,-,-,210000
33552,23/12/2022,FC Köln,Chabot,Abwehr,10,"5,00",88%,58%,680000
33686,23/12/2022,FC Köln,Soldo,Abwehr,5,"1,00",78%,50%,510000
33051,23/12/2022,FC Köln,Schindler,Abwehr,12,"0,86",67%,53%,380000
32278,23/12/2022,FC Köln,Hector,Abwehr,45,"3,46",78%,69%,4100000
32744,23/12/2022,FC Köln,Hübers,Abwehr,22,"1,83",83%,57%,1630000
32628,23/12/2022,FC Köln,B. Schmitz,Abwehr,35,"2,50",63%,58%,1590000
32636,23/12/2022,FC Köln,Kainz,Mittelfeld,81,"5,79",73%,44%,9000000
33453,23/12/2022,FC Köln,Ljubičić,Mittelfeld,40,"4,44",82%,42%,4910000
33356,23/12/2022,FC Köln,Martel,Mittelfeld,19,"1,73",81%,54%,880000
33338,23/12/2022,FC Köln,Limnios,Mittelfeld,0,-,-,-,220000
33621,23/12/2022,FC Köln,Huseinbašić,Mittelfeld,20,"2,50",85%,39%,1910000
32668,23/12/2022,FC Köln,Duda,Mittelfeld,8,"0,62",78%,40%,920000
33157,23/12/2022,FC Köln,Skhiri,Mittelfeld,45,"3,21",89%,57%,4470000
32881,23/12/2022,FC Köln,Maina,Mittelfeld,30,"2,14",74%,40%,1930000
33562,23/12/2022,FC Köln,Olesen,Mittelfeld,5,"1,67",73%,60%,380000
33615,23/12/2022,FC Köln,Dietz,Sturm,13,"1,30",58%,42%,370000
33365,23/12/2022,FC Köln,Tigges,Sturm,35,"2,92",60%,44%,2430000
33270,23/12/2022,FC Köln,Lemperle,Sturm,1,"0,33",60%,17%,360000
33185,23/12/2022,FC Köln,Thielmann,Sturm,21,"2,10",69%,48%,1630000
33100,23/12/2022,FC Köln,S. Andersson,Sturm,0,-,-,-,330000
33077,23/12/2022,FC Köln,Adamyan,Sturm,17,"1,31",74%,27%,1080000
31709,23/12/2022,FC Köln,Uth,Sturm,4,"1,33",83%,60%,2010000
33466,23/12/2022,FSV Mainz 05,Rieß,Torwart,0,-,-,-,160000
32364,23/12/2022,FSV Mainz 05,Zentner,Torwart,33,"2,20",48%,86%,1780000
32877,23/12/2022,FSV Mainz 05,Dahmen,Torwart,0,-,-,-,220000
33117,23/12/2022,FSV Mainz 05,E. Fernandes,Abwehr,30,"2,31",75%,54%,1510000
32989,23/12/2022,FSV Mainz 05,Aarón Martín,Abwehr,70,"4,67",83%,51%,5460000
33417,23/12/2022,FSV Mainz 05,Leitsch,Abwehr,13,"1,86",77%,67%,930000
31666,23/12/2022,FSV Mainz 05,Bell,Abwehr,25,"1,92",81%,48%,850000
32534,23/12/2022,FSV Mainz 05,A. Hack,Abwehr,17,"1,31",74%,54%,1280000
33478,23/12/2022,FSV Mainz 05,Widmer,Abwehr,36,"2,77",75%,57%,2600000
31762,23/12/2022,FSV Mainz 05,da Costa,Abwehr,12,"1,50",65%,50%,660000
33577,23/12/2022,FSV Mainz 05,Caci,Abwehr,27,"2,45",74%,47%,1140000
33477,23/12/2022,FSV Mainz 05,J. Lee,Mittelfeld,46,"3,07",77%,49%,2670000
33409,23/12/2022,FSV Mainz 05,Stach,Mittelfeld,51,"3,92",69%,60%,4810000
32992,23/12/2022,FSV Mainz 05,Barreiro,Mittelfeld,19,"1,58",70%,53%,930000
33590,23/12/2022,FSV Mainz 05,E. Shabani,Mittelfeld,0,-,-,-,190000
32707,23/12/2022,FSV Mainz 05,Barkok,Mittelfeld,8,"1,33",82%,38%,380000
33654,23/12/2022,FSV Mainz 05,Fulgini,Mittelfeld,13,"0,93",82%,41%,660000
31959,23/12/2022,FSV Mainz 05,D. Kohr,Mittelfeld,42,"3,00",73%,52%,2240000
33578,23/12/2022,FSV Mainz 05,Weiper,Sturm,1,"1,00",100%,-,850000
33555,23/12/2022,FSV Mainz 05,Burgzorg,Sturm,9,"0,90",71%,31%,380000
33538,23/12/2022,FSV Mainz 05,Bobzien,Sturm,0,-,-,-,210000
33297,23/12/2022,FSV Mainz 05,Mustapha,Sturm,4,"1,00",53%,46%,220000
33124,23/12/2022,FSV Mainz 05,Ingvartsen,Sturm,33,"3,67",66%,34%,2440000
32948,23/12/2022,FSV Mainz 05,Burkardt,Sturm,27,"2,45",73%,42%,4680000
32544,23/12/2022,FSV Mainz 05,Onisiwo,Sturm,55,"3,67",62%,36%,4600000
33695,23/12/2022,FSV Mainz 05,Gruda,Sturm,0,-,-,-,270000
31310,23/12/2022,TSG Hoffenheim,Pentke,Torwart,0,-,-,-,170000
31489,23/12/2022,TSG Hoffenheim,Baumann,Torwart,45,"3,00",80%,100%,2860000
33397,23/12/2022,TSG Hoffenheim,Noll,Torwart,0,-,-,-,180000
33313,23/12/2022,TSG Hoffenheim,L. Philipp,Torwart,0,-,-,-,170000
33670,23/12/2022,TSG Hoffenheim,Quaresma,Abwehr,5,"1,67",88%,73%,380000
33669,23/12/2022,TSG Hoffenheim,Nsoki,Abwehr,9,"1,00",81%,52%,810000
33205,23/12/2022,TSG Hoffenheim,Angeliño,Abwehr,53,"3,79",70%,54%,5930000
33027,23/12/2022,TSG Hoffenheim,Lucas Ribeiro,Abwehr,0,-,-,-,200000
33026,23/12/2022,TSG Hoffenheim,Kabak,Abwehr,62,"4,43",85%,58%,5930000
33693,23/12/2022,TSG Hoffenheim,Quarshie,Abwehr,0,-,-,-,220000
32466,23/12/2022,TSG Hoffenheim,Kadeřábek,Abwehr,27,"2,08",70%,55%,1130000
31742,23/12/2022,TSG Hoffenheim,Bičakčić,Abwehr,0,-,-,-,380000
32162,23/12/2022,TSG Hoffenheim,Akpoguma,Abwehr,30,"2,31",79%,54%,1060000
31416,23/12/2022,TSG Hoffenheim,Vogt,Abwehr,34,"2,43",90%,47%,1950000
33580,23/12/2022,TSG Hoffenheim,F. Becker,Mittelfeld,0,-,-,-,220000
33437,23/12/2022,TSG Hoffenheim,Stiller,Mittelfeld,17,"1,89",78%,64%,1000000
31349,23/12/2022,TSG Hoffenheim,Rudy,Mittelfeld,16,"1,60",79%,46%,580000
33673,23/12/2022,TSG Hoffenheim,Damar,Mittelfeld,4,"1,00",81%,32%,380000
33504,23/12/2022,TSG Hoffenheim,Bischof,Mittelfeld,1,"1,00",75%,0%,280000
32680,23/12/2022,TSG Hoffenheim,Geiger,Mittelfeld,45,"3,21",86%,46%,3520000
33158,23/12/2022,TSG Hoffenheim,Skov,Mittelfeld,53,"3,79",72%,45%,4630000
32492,23/12/2022,TSG Hoffenheim,Prömel,Mittelfeld,32,"2,46",78%,52%,1940000
32977,23/12/2022,TSG Hoffenheim,Baumgartner,Mittelfeld,61,"4,07",73%,41%,6890000
33191,23/12/2022,TSG Hoffenheim,Dabbur,Sturm,39,"3,90",76%,33%,4220000
33536,23/12/2022,TSG Hoffenheim,Asllani,Sturm,1,"0,33",62%,33%,810000
32553,23/12/2022,TSG Hoffenheim,Kramarić,Sturm,41,"2,93",81%,47%,8150000
32842,23/12/2022,TSG Hoffenheim,Bebou,Sturm,0,-,-,-,3980000
32756,23/12/2022,TSG Hoffenheim,Bruun Larsen,Sturm,11,"1,10",77%,33%,780000
33377,23/12/2022,TSG Hoffenheim,Rutter,Sturm,32,"2,13",64%,39%,4770000
33692,23/12/2022,Borussioa M'Gladbach,Brüll,Torwart,0,-,-,-,170000
32306,23/12/2022,Borussioa M'Gladbach,Sommer,Torwart,44,"4,40",81%,67%,3820000
33306,23/12/2022,Borussioa M'Gladbach,Olschowsky,Torwart,8,"4,00",75%,0%,1530000
31618,23/12/2022,Borussioa M'Gladbach,Sippel,Torwart,-2,"-0,67",63%,67%,360000
33691,23/12/2022,Borussioa M'Gladbach,Dimmer,Torwart,0,-,-,-,160000
33319,23/12/2022,Borussioa M'Gladbach,Netz,Abwehr,3,"0,75",69%,53%,690000
33592,23/12/2022,Borussioa M'Gladbach,Itakura,Abwehr,12,"2,40",91%,52%,5320000
33258,23/12/2022,Borussioa M'Gladbach,Scally,Abwehr,24,"1,60",77%,68%,1430000
33167,23/12/2022,Borussioa M'Gladbach,Bensebaini,Abwehr,87,"6,21",77%,62%,9270000
33128,23/12/2022,Borussioa M'Gladbach,Lainer,Abwehr,0,"0,00",68%,33%,550000
32634,23/12/2022,Borussioa M'Gladbach,Doucouré,Abwehr,0,-,-,-,190000
31380,23/12/2022,Borussioa M'Gladbach,Jantschke,Abwehr,4,"2,00",89%,67%,250000
32472,23/12/2022,Borussioa M'Gladbach,Elvedi,Abwehr,50,"3,85",92%,74%,4480000
32311,23/12/2022,Borussioa M'Gladbach,M. Friedrich,Abwehr,30,"2,50",86%,72%,1850000
32931,23/12/2022,Borussioa M'Gladbach,Neuhaus,Mittelfeld,13,"2,17",75%,38%,6660000
33636,23/12/2022,Borussioa M'Gladbach,Fraulo,Mittelfeld,0,-,-,-,230000
33526,23/12/2022,Borussioa M'Gladbach,Noß,Mittelfeld,0,-,-,-,200000
33450,23/12/2022,Borussioa M'Gladbach,Koné,Mittelfeld,40,"2,86",87%,56%,4340000
33353,23/12/2022,Borussioa M'Gladbach,Reitz,Mittelfeld,0,-,100%,-,220000
32080,23/12/2022,Borussioa M'Gladbach,Hofmann,Mittelfeld,88,"6,77",79%,46%,14870000
32159,23/12/2022,Borussioa M'Gladbach,Kramer,Mittelfeld,9,"0,64",84%,42%,1050000
32447,23/12/2022,Borussioa M'Gladbach,Weigl,Mittelfeld,28,"2,55",88%,69%,3610000
33075,23/12/2022,Borussioa M'Gladbach,H. Wolf,Mittelfeld,2,"1,00",71%,63%,570000
32944,23/12/2022,Borussioa M'Gladbach,Müsel,Sturm,0,-,-,-,180000
33681,23/12/2022,Borussioa M'Gladbach,Ngoumou,Sturm,4,"0,67",71%,44%,550000
32968,23/12/2022,Borussioa M'Gladbach,Pléa,Sturm,50,"4,55",72%,42%,9390000
33618,23/12/2022,Borussioa M'Gladbach,Borges Sanches,Sturm,4,"1,33",83%,50%,260000
31596,23/12/2022,Borussioa M'Gladbach,P. Herrmann,Sturm,18,"2,25",69%,41%,750000
33152,23/12/2022,Borussioa M'Gladbach,Thuram,Sturm,92,"6,13",74%,45%,13220000
31243,23/12/2022,Borussioa M'Gladbach,Stindl,Sturm,34,"3,09",79%,38%,5090000
33698,23/12/2022,Eintrach Frankfurt,Simoni,Torwart,0,-,-,-,650000
33440,23/12/2022,Eintrach Frankfurt,Ramaj,Torwart,0,-,-,-,170000
31621,23/12/2022,Eintrach Frankfurt,Trapp,Torwart,22,"1,47",60%,100%,2390000
31458,23/12/2022,Eintrach Frankfurt,Grahl,Torwart,0,-,-,-,450000
31220,23/12/2022,Eintrach Frankfurt,Hasebe,Abwehr,9,"2,25",85%,67%,670000
33613,23/12/2022,Eintrach Frankfurt,Smolčić,Abwehr,9,"2,25",77%,87%,1240000
33094,23/12/2022,Eintrach Frankfurt,C. Lenz,Abwehr,27,"3,00",81%,55%,2190000
33031,23/12/2022,Eintrach Frankfurt,Touré,Abwehr,4,"2,00",81%,71%,1030000
33029,23/12/2022,Eintrach Frankfurt,Tuta,Abwehr,30,"2,00",81%,45%,1880000
